1.577399738079977798e+00,5.321903655028685787e-01,-8.231645546959980020e-03,1.034561591571257599e+00,1.398501272484738893e-03,1.581642968772704272e+00,1.570554388568849991e+00,7.421061466663175722e-05,-7.420707971569898338e-05,1.299027026994536288e-02,1.708162996663226130e-02,-2.085958538286286981e-02,-2.612105383975764361e-02,8.387695596212926819e-03,2.343763966600542412e-02,-3.915359733248214083e-03,3.197343684551304591e-03,-3.197312960993695108e-03
1.577399738079977798e+00,5.321903655028685787e-01,-8.231645546959980020e-03,1.034561591571257599e+00,1.398501272484738893e-03,1.581642968772704272e+00,1.570554388568849991e+00,7.421061466663175722e-05,-7.420707971569898338e-05,1.299027026994536288e-02,1.708162996663226130e-02,-2.085958538286286981e-02,-2.612105383975764361e-02,8.387695596212926819e-03,2.343763966600542412e-02,-3.915359733248214083e-03,3.197343684551304591e-03,-3.197312960993695108e-03
1.577399738079977798e+00,5.321903655028685787e-01,-8.231645546959980020e-03,1.034561591571257599e+00,1.398501272484738893e-03,1.581642968772704272e+00,1.570554388568849991e+00,7.421061466663175722e-05,-7.420707971569898338e-05,1.299027026994536288e-02,1.708162996663226130e-02,-2.085958538286286981e-02,-2.612105383975764361e-02,8.387695596212926819e-03,2.343763966600542412e-02,-3.915359733248214083e-03,3.197343684551304591e-03,-3.197312960993695108e-03
1.572595942370066169e+00,5.581236756069951621e-01,5.037466431970231279e-03,1.083427987796455438e+00,1.193240873668076005e-02,1.501155378671196194e+00,1.572967297480901694e+00,6.682936828894561754e-02,-6.522507728583935849e-02,5.708333217534523885e-02,1.225143748391882559e+00,2.957476301556833387e-01,4.062950037767195099e-01,1.470629939982367462e-01,-1.639855033118696293e+00,1.269854202524636488e-01,1.684538783187050637e+00,-1.666058888760987289e+00
1.582668280719492060e+00,5.880135015791893016e-01,5.684112048042690331e-03,1.015450514725880993e+00,2.325380527941168021e-02,1.486381264588151563e+00,1.578194933450676851e+00,1.213730817027142833e-01,-1.196553901554280597e-01,2.440369959624043850e-01,3.111829632404761736e-01,-5.163755411539474455e-02,-1.688141349758266685e+00,1.906701893759709110e-01,1.080157726186993239e-01,1.228466537337958436e-01,9.415333982867917229e-01,-9.426056006267599097e-01
1.587037284453131525e+00,6.062247348571497829e-01,1.616719498068968502e-02,1.018219098470982464e+00,3.705020450991552972e-02,1.473306367847372789e+00,1.583930868451622453e+00,1.338791930554419918e-01,-1.329113617049544060e-01,2.073061658627326220e-01,5.740277871035827095e-01,2.341796741332689835e-01,1.605126463866294040e-01,1.653885345639248827e-01,-2.159236270034613769e-01,1.966596626708790874e-01,-2.227479624697940308e-01,2.068503715368925633e-01
1.598958787046828478e+00,6.313198825743212561e-01,2.205378805866142419e-02,1.001159038546930447e+00,3.961161850873240464e-02,1.443264177708763585e+00,1.592974077518204634e+00,1.221025814501461443e-01,-1.210086322700796163e-01,3.666075956505341904e-01,6.130341849621288031e-01,3.814529028142516626e-02,-7.163281706600179710e-01,-7.403307516477256045e-02,-4.862415015639567351e-01,2.339583037025492196e-01,-3.308147734452313582e-01,3.371051274254857621e-01
1.613230869496217190e+00,6.595125590738232235e-01,2.295292820010928769e-02,9.741460734737389382e-01,3.364377165581858287e-02,1.394951099713310327e+00,1.602001757684028638e+00,1.218136673025514150e-01,-1.189080013637119765e-01,3.645634635029751935e-01,7.997545921569051419e-01,-6.633080042142981692e-02,-8.912127770028506202e-01,-1.883890630752134976e-01,-8.469865935139562207e-01,2.329066936929277132e-01,9.875587351603745678e-02,-6.135714333217265337e-02
1.628476476336479628e+00,6.649506005208779547e-01,1.165872880779323523e-02,8.916241392693241563e-01,3.354130914633410288e-02,1.400224989423203725e+00,1.610069044610749067e+00,1.288117719400501682e-01,-1.246521007850838886e-01,2.393577612647256880e-01,-2.571190622113324054e-01,-2.031340925049876789e-01,-1.463267160471449557e+00,-1.907584732457857229e-02,1.390338134975442619e-01,1.679684131962792260e-01,1.386459145444925156e-01,-1.194044560385393028e-01
1.635089516240855634e+00,6.515933565087255186e-01,9.154246756079858008e-03,8.340886348497350555e-01,3.456829278056323951e-02,1.386211906692627505e+00,1.616900091391384020e+00,1.329816654281108512e-01,-1.283640809076492528e-01,9.458297225765069371e-02,-2.219530271015747458e-01,4.471698204223847894e-02,-9.313370221013261840e-01,-4.391418945406923985e-02,-5.900936814913934070e-01,1.639249463462330025e-01,7.006094814061715470e-02,-6.419413392965118981e-02
