obs_rms_mean,obs_rms_std,param_noise_stddev,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps,rollout/episodes,rollout/return,rollout/return_history,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.0,1.0,0.03932262665801673,133.15740966796875,6.701021671295166,-0.12770402431488037,0.8059831857681274,141.33563232421875,3.782606840133667,-0.3064347803592682,0.7156336307525635,106.8837890625,-0.20942115783691406,0.8383306860923767,1000.0,578.0,-3246.84814453125,887.985107421875,1532.2210578918457,578.0,289,578000,377.23016337816125,-142.6887664794922,52.156185150146484,0.3880999982357025
0.0,1.0,0.03893145728144101,133.56182861328125,6.369060516357422,-0.10556817054748535,0.8144694566726685,141.5406951904297,3.973559617996216,-0.12733310461044312,0.842063844203949,107.0070571899414,-0.20927247405052185,0.8381319046020508,1000.0,580.0,-3235.1318359375,866.6859130859375,1537.9875044822693,580.0,290,580000,377.11619782973764,-142.63333129882812,57.002201080322266,0.269567608833313
0.0,1.0,0.03854417913732292,132.79324340820312,6.593631744384766,-0.09608352184295654,0.8279070854187012,141.1193084716797,3.979243755340576,-0.10683059692382812,0.8187152743339539,107.13005828857422,-0.20897001028060913,0.8379085063934326,1000.0,582.0,-3219.774658203125,895.1412353515625,1543.8523352146149,582.0,291,582000,376.9790586345777,-143.00442504882812,53.333221435546875,0.3812832832336426
0.0,1.0,0.03816075351688065,133.59567260742188,6.451230049133301,-0.12254348397254944,0.823724091053009,141.54080200195312,3.9643304347991943,-0.12062767148017883,0.7892358899116516,107.25196075439453,-0.20845921337604523,0.837820291519165,1000.0,584.0,-3202.590576171875,902.6322631835938,1549.605367898941,584.0,292,584000,376.8701451982103,-142.78343200683594,47.90900802612305,0.1468900591135025
0.0,1.0,0.03778114209639549,133.6763916015625,6.528491497039795,-0.12784093618392944,0.8030115365982056,141.9304656982422,3.6232616901397705,-0.10125672817230225,0.8441253900527954,107.37364196777344,-0.20802535116672516,0.8378786444664001,1000.0,586.0,-3189.4560546875,898.9525146484375,1555.4946920871735,586.0,293,586000,376.7290258083113,-143.31088256835938,27.561464309692383,0.21361194550991058
0.0,1.0,0.03740530693338121,133.63209533691406,6.5847930908203125,-0.09928369522094727,0.8255220055580139,141.6883544921875,4.025155544281006,-0.037107765674591064,0.9107312560081482,107.49581909179688,-0.20777994394302368,0.8376430869102478,1000.0,588.0,-3173.69482421875,903.844970703125,1561.344518661499,588.0,294,588000,376.59849762311103,-143.1458282470703,53.293731689453125,0.26436248421669006
0.0,1.0,0.03703321046279178,133.17587280273438,6.436119079589844,-0.12182211875915527,0.8148847818374634,141.39112854003906,3.6031792163848877,-0.11032861471176147,0.7703983783721924,107.61460876464844,-0.20731352269649506,0.8376948833465576,1000.0,590.0,-3157.69384765625,929.045166015625,1567.3022110462189,590.0,295,590000,376.44303430552696,-142.75723266601562,24.424741744995117,0.19708380103111267
0.0,1.0,0.03666481549326668,134.1053466796875,6.252317905426025,-0.09567418694496155,0.830578088760376,141.57025146484375,4.08080530166626,-0.10405001044273376,0.8822334408760071,107.73385620117188,-0.20699352025985718,0.8375713229179382,1000.0,592.0,-3141.585205078125,939.2581176757812,1573.0561015605927,592.0,296,592000,376.3374996051892,-143.1776123046875,46.3831672668457,0.10578891634941101
0.0,1.0,0.03630008520341356,134.1686248779297,6.233440399169922,-0.0983281135559082,0.8212358951568604,142.08111572265625,3.971569061279297,-0.11530107259750366,0.8171637058258057,107.85401916503906,-0.20665046572685242,0.8374496102333069,1000.0,594.0,-3124.51171875,948.9158325195312,1579.1015589237213,594.0,297,594000,376.1632661580402,-143.7399139404297,36.30458068847656,0.138649120926857
0.0,1.0,0.03593898313812795,133.1707763671875,7.027287483215332,-0.12517237663269043,0.8035045266151428,142.3935089111328,4.015316963195801,-0.1470930576324463,0.77463299036026,107.97342681884766,-0.2064085751771927,0.8371785283088684,1000.0,596.0,-3112.580078125,940.6171264648438,1585.2870299816132,596.0,298,596000,375.957153958998,-144.30471801757812,42.53042984008789,0.19729001820087433
0.0,1.0,0.035581473204949546,134.63247680664062,6.691783905029297,-0.1151568591594696,0.8122037649154663,142.93377685546875,4.240145206451416,-0.057217687368392944,0.8455315232276917,108.09381866455078,-0.20603857934474945,0.8371621370315552,1000.0,598.0,-3094.376220703125,970.452880859375,1591.0795180797577,598.0,299,598000,375.8454515973622,-144.05734252929688,28.389440536499023,0.07499470561742783
0.0,1.0,0.03522751967045472,134.13140869140625,6.690843105316162,-0.10764682292938232,0.8209012746810913,142.518798828125,3.7953381538391113,-0.14480730891227722,0.8106651902198792,108.21324157714844,-0.20565679669380188,0.8370620608329773,1000.0,600.0,-3080.96435546875,978.4061889648438,1597.1899709701538,600.0,300,600000,375.65975926805515,-143.75018310546875,21.786876678466797,0.05829644203186035
0.0,1.0,0.034877087156684916,134.78781127929688,6.443571090698242,-0.09353053569793701,0.814031720161438,142.8404541015625,3.9882447719573975,-0.13268497586250305,0.8033208847045898,108.32966613769531,-0.20521798729896545,0.837145209312439,1000.0,602.0,-3066.58740234375,987.8746337890625,1603.2957532405853,602.0,301,602000,375.47657616084626,-143.9489288330078,35.592926025390625,0.08969302475452423
0.0,1.0,0.034530140637610604,134.13253784179688,6.635384559631348,-0.1023794412612915,0.8227159976959229,142.29859924316406,3.724738597869873,-0.1299426257610321,0.8430685997009277,108.44522094726562,-0.20498459041118622,0.8369592428207397,1000.0,604.0,-3055.45166015625,965.72900390625,1609.025042295456,604.0,302,604000,375.3825976122322,-143.71673583984375,52.85642623901367,0.26677608489990234
0.0,1.0,0.03418664543563045,134.1609649658203,6.364595413208008,-0.13438847661018372,0.8080889582633972,142.3054962158203,3.6156747341156006,-0.08445701003074646,0.8416145443916321,108.56013488769531,-0.20484095811843872,0.8368402719497681,1000.0,606.0,-3042.36083984375,952.3994750976562,1615.130364894867,606.0,303,606000,375.201911357444,-143.83706665039062,41.955352783203125,0.12861156463623047
0.0,1.0,0.03384656721810517,134.5406951904297,6.577582359313965,-0.09545734524726868,0.827168881893158,142.2391815185547,3.8825814723968506,-0.1319848895072937,0.7829501628875732,108.67402648925781,-0.20435737073421478,0.8368554711341858,1000.0,608.0,-3028.624755859375,953.9134521484375,1621.1451287269592,608.0,304,608000,375.04353510746176,-143.66827392578125,40.277244567871094,0.08023416250944138
0.0,1.0,0.03350987199392601,134.93087768554688,6.262516021728516,-0.11969983577728271,0.8198443651199341,142.5853271484375,4.289772987365723,-0.08510962128639221,0.8879804611206055,108.78803253173828,-0.20397832989692688,0.8367380499839783,1000.0,610.0,-3013.9453125,968.4220581054688,1627.039724111557,610.0,305,610000,374.91401774661017,-143.8804473876953,33.709312438964844,0.1148420050740242
0.0,1.0,0.033176526110117316,134.59323120117188,6.437325954437256,-0.08600234985351562,0.8229396939277649,142.1240234375,4.084842681884766,-0.159780353307724,0.7804527282714844,108.90042114257812,-0.2036859542131424,0.8367248177528381,1000.0,612.0,-3001.33203125,978.1702270507812,1633.1247458457947,612.0,306,612000,374.7417345531957,-143.53945922851562,32.544864654541016,0.3862561881542206
0.0,1.0,0.03284649624847283,135.1126708984375,6.341155529022217,-0.10605239868164062,0.817366361618042,142.9417724609375,4.457127094268799,-0.09755349159240723,0.8353341817855835,109.01348876953125,-0.20345951616764069,0.8365282416343689,1000.0,614.0,-2987.910400390625,981.512939453125,1638.95436835289,614.0,307,614000,374.6291000261681,-144.42636108398438,21.491979598999023,0.05617988482117653
0.0,1.0,0.032519749422225595,135.43267822265625,6.5903520584106445,-0.1259365677833557,0.8112359046936035,143.3771209716797,4.2586188316345215,-0.11141929030418396,0.8254994750022888,109.12776947021484,-0.20315589010715485,0.836401104927063,1000.0,616.0,-2973.915283203125,989.1026611328125,1644.7510223388672,616.0,308,616000,374.5247710039641,-144.35806274414062,34.71986389160156,0.22910301387310028
0.0,1.0,0.03219625297275081,135.16241455078125,6.453403949737549,-0.10245373845100403,0.8149098753929138,143.29531860351562,3.846963405609131,-0.12174832820892334,0.8470778465270996,109.24161529541016,-0.20271071791648865,0.836315393447876,1000.0,618.0,-2959.3154296875,1030.1046142578125,1650.3743741512299,618.0,309,618000,374.46049192191975,-144.55519104003906,39.53036880493164,0.1960562914609909
0.0,1.0,0.031875974566301646,135.24411010742188,6.621752738952637,-0.09853777289390564,0.8246549963951111,143.2224578857422,4.253157615661621,-0.11170732975006104,0.8361524939537048,109.35429382324219,-0.20241375267505646,0.8363454341888428,1000.0,620.0,-2944.448486328125,1050.5443115234375,1656.3632082939148,620.0,310,620000,374.31403746199584,-144.38011169433594,41.060543060302734,0.13620887696743011
0.0,1.0,0.03155888219077739,134.73927307128906,6.667928218841553,-0.11496642231941223,0.8140240907669067,142.9294891357422,4.2889227867126465,-0.06312116980552673,0.8674644231796265,109.46710968017578,-0.20198631286621094,0.836322009563446,1000.0,622.0,-2930.613037109375,1064.9891357421875,1662.207881450653,622.0,311,622000,374.2010893710623,-144.6927032470703,63.167999267578125,0.24744072556495667
0.0,1.0,0.031244944152523893,135.13116455078125,6.626070976257324,-0.09647360444068909,0.8210916519165039,143.16746520996094,3.891658306121826,-0.03982469439506531,0.8621375560760498,109.57876586914062,-0.20144225656986237,0.8363654017448425,1000.0,624.0,-2915.28076171875,1079.922119140625,1668.3992908000946,624.0,312,624000,374.0111875142045,-144.38450622558594,23.063013076782227,0.16231806576251984
0.0,1.0,0.030934129073165655,135.1082305908203,6.391258239746094,-0.11334630846977234,0.8062068223953247,143.19729614257812,3.910114049911499,-0.11973485350608826,0.8273221254348755,109.69004821777344,-0.20107372105121613,0.836338222026825,1000.0,626.0,-2900.664794921875,1114.4810791015625,1674.284678697586,626.0,313,626000,373.8910162440003,-145.19113159179688,28.5146541595459,0.14993281662464142
0.0,1.0,0.030626405886469626,135.02565002441406,6.516025543212891,-0.11695927381515503,0.818551242351532,143.2843017578125,4.1456708908081055,-0.172509104013443,0.825821578502655,109.801513671875,-0.20080256462097168,0.8362994194030762,1000.0,628.0,-2886.534423828125,1127.70947265625,1680.2191138267517,628.0,314,628000,373.7607760988448,-145.2023468017578,49.3704948425293,0.06771215796470642
0.0,1.0,0.030321743835240077,136.28671264648438,6.293144226074219,-0.11271101236343384,0.8146147131919861,144.0728759765625,4.18973445892334,-0.1268034279346466,0.7886098027229309,109.91305541992188,-0.20066402852535248,0.8360739350318909,1000.0,630.0,-2872.9169921875,1134.0135498046875,1685.964693069458,630.0,315,630000,373.6733056093989,-145.4228973388672,26.641090393066406,0.16082769632339478
0.0,1.0,0.030020112468244375,135.88699340820312,6.674863815307617,-0.12952065467834473,0.7914037704467773,144.57666015625,4.262734413146973,-0.1847153902053833,0.7533676028251648,110.0234146118164,-0.2003292441368103,0.8359559178352356,1000.0,632.0,-2860.170166015625,1136.293212890625,1692.0605401992798,632.0,316,632000,373.5090943764738,-145.51309204101562,38.88544845581055,0.12812496721744537
0.0,1.0,0.02972148163716936,136.53720092773438,6.6661376953125,-0.12175816297531128,0.803575873374939,144.90396118164062,3.7639033794403076,-0.1916598677635193,0.7487691044807434,110.13683319091797,-0.20020142197608948,0.8356488943099976,1000.0,634.0,-2847.473388671875,1136.4593505859375,1697.9940884113312,634.0,317,634000,373.3817475143155,-146.27130126953125,43.173492431640625,0.14951440691947937
0.0,1.0,0.029425821493608024,136.9471435546875,6.5403361320495605,-0.09218475222587585,0.841463029384613,144.81546020507812,4.242028713226318,-0.09661689400672913,0.8667738437652588,110.24922943115234,-0.2000245302915573,0.8354414105415344,1000.0,636.0,-2836.285888671875,1142.6737060546875,1703.9203114509583,636.0,318,636000,373.2568921949289,-146.33631896972656,42.09053039550781,0.06594879180192947
0.0,1.0,0.029133102486076107,136.96234130859375,6.247026443481445,-0.05976268649101257,0.798298180103302,144.6826629638672,4.037035942077637,-0.09623685479164124,0.7698385715484619,110.36066436767578,-0.19961264729499817,0.8354440927505493,1000.0,638.0,-2822.2607421875,1180.83154296875,1709.8102741241455,638.0,319,638000,373.14081547838225,-146.0247802734375,58.4260139465332,0.10214965790510178
0.0,1.0,0.028843295357058405,137.25665283203125,6.42808723449707,-0.08141571283340454,0.7821675539016724,145.1734619140625,4.143569469451904,-0.04717695713043213,0.8062765598297119,110.47101593017578,-0.19916307926177979,0.8353462815284729,1000.0,640.0,-2809.62744140625,1210.5167236328125,1715.8657548427582,640.0,320,640000,372.98955247151576,-146.1905517578125,52.369258880615234,0.09773624688386917
0.0,1.0,0.028556371140084472,137.59906005859375,6.409030437469482,-0.07059088349342346,0.791385293006897,145.614501953125,4.435387134552002,-0.049004554748535156,0.8137710094451904,110.58240509033203,-0.19863496720790863,0.8352925181388855,1000.0,642.0,-2797.69091796875,1192.1209716796875,1721.9140484333038,642.0,321,642000,372.8409095588299,-147.0067138671875,36.4115104675293,0.0633920207619667
0.0,1.0,0.028272301156833393,137.20220947265625,6.106614112854004,-0.06440651416778564,0.7972939610481262,145.08380126953125,3.8069021701812744,-0.047951459884643555,0.8237889409065247,110.69518280029297,-0.19822002947330475,0.835142970085144,1000.0,644.0,-2782.46630859375,1218.6778564453125,1727.9193193912506,644.0,322,644000,372.7025867312384,-146.70748901367188,40.11476135253906,0.09852809458971024
0.0,1.0,0.027991057014267327,137.973388671875,6.265690326690674,-0.061160385608673096,0.8020898103713989,145.7001953125,4.213991165161133,-0.009953349828720093,0.8507550358772278,110.80648803710938,-0.1978425234556198,0.8349797129631042,1000.0,646.0,-2768.972412109375,1267.747314453125,1733.5653522014618,646.0,323,646000,372.6424268803261,-146.9571075439453,27.174501419067383,0.10525678098201752
0.0,1.0,0.02771261060179366,137.93557739257812,6.263845920562744,-0.08471611142158508,0.7807038426399231,146.24781799316406,4.001906394958496,-0.06997013092041016,0.7955836057662964,110.91917419433594,-0.19738809764385223,0.8349202275276184,1000.0,648.0,-2755.249755859375,1271.440673828125,1739.737426996231,648.0,324,648000,372.47000032574675,-147.5881805419922,35.61103439331055,0.15955471992492676
0.0,1.0,0.02743693408845527,138.34405517578125,6.247623443603516,-0.06995373964309692,0.7923030853271484,146.64096069335938,4.449197769165039,-0.08299362659454346,0.7854928374290466,111.03116607666016,-0.19690145552158356,0.8348515033721924,1000.0,650.0,-2742.147705078125,1280.4017333984375,1745.744559288025,650.0,325,650000,372.3339686449274,-147.76309204101562,23.69098472595215,0.06325654685497284
0.0,1.0,0.02716399992014884,138.17581176757812,6.605342388153076,-0.060918450355529785,0.8005064725875854,146.51837158203125,4.203951835632324,-0.19171321392059326,0.6825283169746399,111.14327239990234,-0.1965075433254242,0.8346954584121704,1000.0,652.0,-2730.54541015625,1275.5428466796875,1751.9285261631012,652.0,326,652000,372.1613012535079,-147.88690185546875,40.9163703918457,0.13957259058952332
0.0,1.0,0.026893780816870765,138.62783813476562,6.3341779708862305,-0.07421720027923584,0.7892054915428162,146.76522827148438,3.7312188148498535,-0.07385823130607605,0.7899441123008728,111.25514221191406,-0.19632433354854584,0.8343719840049744,1000.0,654.0,-2721.227294921875,1265.2833251953125,1758.2792665958405,654.0,327,654000,371.9545651392413,-148.1544189453125,35.6476936340332,0.08227825164794922
0.0,1.0,0.02662624976999055,138.93130493164062,6.215826511383057,-0.0741402804851532,0.7873055338859558,147.02687072753906,4.492862701416016,-0.0731373131275177,0.786973237991333,111.36680603027344,-0.19588199257850647,0.8342534303665161,1000.0,656.0,-2710.0126953125,1261.8262939453125,1764.5119848251343,656.0,328,656000,371.7741821203955,-148.10955810546875,53.60801315307617,0.0644560381770134
0.0,1.0,0.026361380039551185,138.79156494140625,6.2530012130737305,-0.06467682123184204,0.796657919883728,147.17947387695312,4.47268009185791,-0.057047486305236816,0.8105680346488953,111.47857666015625,-0.19543303549289703,0.834166944026947,1000.0,658.0,-2698.1767578125,1266.5081787109375,1770.1781404018402,658.0,329,658000,371.7140015358174,-148.5972442626953,45.929298400878906,0.0593046210706234
0.0,1.0,0.026099145151596552,139.06036376953125,6.48964262008667,-0.06555229425430298,0.7964411377906799,147.3225860595703,4.83908748626709,-0.10661983489990234,0.770028293132782,111.5912094116211,-0.19491469860076904,0.8341653347015381,1000.0,660.0,-2685.679931640625,1253.62109375,1776.2342512607574,660.0,330,660000,371.5726118509071,-148.90789794921875,64.52670288085938,0.13658833503723145
0.0,1.0,0.025839518895525274,139.47640991210938,6.477910995483398,-0.0914093554019928,0.7726590633392334,147.4123077392578,4.957211494445801,-0.04616361856460571,0.8138437867164612,111.70423126220703,-0.19454893469810486,0.8340058326721191,1000.0,662.0,-2673.262939453125,1252.1644287109375,1782.397198677063,662.0,331,662000,371.4099194564219,-148.89410400390625,63.25871658325195,0.11115051060914993
0.0,1.0,0.025582475321470982,140.19277954101562,5.970020771026611,-0.06157964468002319,0.8004654049873352,148.2138671875,4.4423909187316895,-0.1545192450284958,0.715237021446228,111.81532287597656,-0.19410720467567444,0.833949863910675,1000.0,664.0,-2661.23095703125,1271.15380859375,1788.414057970047,664.0,332,664000,371.27867399660136,-148.9929656982422,56.54759216308594,0.04223155602812767
0.0,1.0,0.025327988737708567,139.57254028320312,6.712392330169678,-0.07071298360824585,0.7906791567802429,147.91165161132812,4.547848701477051,0.019306451082229614,0.8741176128387451,111.92631530761719,-0.19379979372024536,0.8337361216545105,1000.0,666.0,-2650.2412109375,1265.9293212890625,1794.5120875835419,666.0,333,666000,371.13152071147306,-149.40518188476562,41.36471176147461,0.05358824506402016
0.0,1.0,0.0250760337080863,139.7866973876953,6.562458515167236,-0.04960745573043823,0.8125232458114624,147.74070739746094,4.174802303314209,-0.05100291967391968,0.8358372449874878,112.03712463378906,-0.1933266520500183,0.8336965441703796,1000.0,668.0,-2636.921142578125,1282.447509765625,1800.468598127365,668.0,334,668000,371.0145240493362,-149.1173095703125,63.0571174621582,0.07788556069135666
0.0,1.0,0.024826585049483423,140.4378662109375,6.7982587814331055,-0.08458387851715088,0.7798256874084473,148.82347106933594,5.05482292175293,-0.10701408982276917,0.7605367302894592,112.14779663085938,-0.19299645721912384,0.8335753083229065,1000.0,670.0,-2625.7724609375,1281.6339111328125,1806.2800726890564,670.0,335,670000,370.9280803848727,-149.91983032226562,30.4833927154541,0.033262886106967926
0.0,1.0,0.02457961782929315,140.367431640625,6.540135383605957,-0.07295310497283936,0.7905128002166748,148.8976593017578,4.674953937530518,-0.13518455624580383,0.7372581362724304,112.2604751586914,-0.19266465306282043,0.8333942294120789,1000.0,672.0,-2612.551025390625,1283.923095703125,1812.3365595340729,672.0,336,672000,370.7920565111604,-149.9795379638672,37.674224853515625,0.07254169881343842
0.0,1.0,0.024335107362930555,140.70074462890625,6.184322834014893,-0.07207304239273071,0.7912892699241638,148.79042053222656,4.108456611633301,-0.05003061890602112,0.8120408058166504,112.37171173095703,-0.19234202802181244,0.8332144021987915,1000.0,674.0,-2599.376953125,1297.3704833984375,1818.588722705841,674.0,337,674000,370.6170568335919,-150.07786560058594,29.322250366210938,0.10009198635816574
0.0,1.0,0.02409302921136536,140.68893432617188,6.888485431671143,-0.07703816890716553,0.78551185131073,149.07925415039062,4.683724880218506,-0.09514030814170837,0.7831076979637146,112.48422241210938,-0.1920194774866104,0.8330374360084534,1000.0,676.0,-2585.392333984375,1316.96826171875,1824.8080019950867,676.0,338,676000,370.44993186182893,-150.28875732421875,44.80784606933594,0.055581867694854736
0.0,1.0,0.02385335917867925,140.8245849609375,6.480714321136475,-0.08375173807144165,0.7811118364334106,148.94044494628906,4.198429107666016,-0.10749363899230957,0.7527660131454468,112.5950698852539,-0.19161124527454376,0.8329550623893738,1000.0,678.0,-2572.9384765625,1322.2606201171875,1830.8662428855896,678.0,339,678000,370.31651145166046,-150.41567993164062,29.6503849029541,0.050687551498413086
0.0,1.0,0.023616073309647455,141.6767120361328,6.543886184692383,-0.06659319996833801,0.7959690690040588,149.6818389892578,4.811127185821533,-0.0855136513710022,0.7784960269927979,112.70683288574219,-0.19127027690410614,0.8328025937080383,1000.0,680.0,-2560.890869140625,1349.70751953125,1836.8931243419647,680.0,340,680000,370.19029087149437,-150.8412628173828,29.45844268798828,0.09463980793952942
0.0,1.0,0.023381147887344366,141.6436767578125,6.755671501159668,-0.08376821875572205,0.7802309989929199,149.6634521484375,4.8960747718811035,-0.03835451602935791,0.8198699355125427,112.81832122802734,-0.19088877737522125,0.8326769471168518,1000.0,682.0,-2548.747802734375,1356.6290283203125,1843.075517654419,682.0,341,682000,370.0336711476391,-150.99398803710938,42.75543975830078,0.08129677176475525
0.0,1.0,0.023148559430773076,141.1473846435547,6.174762725830078,-0.05205366015434265,0.809461772441864,149.1555633544922,4.0290703773498535,-0.02836674451828003,0.8251888751983643,112.92894744873047,-0.19046398997306824,0.8326001167297363,1000.0,684.0,-2536.280517578125,1354.97021484375,1849.118882894516,684.0,342,684000,369.9059083368947,-150.56361389160156,69.28742218017578,0.03321963548660278
0.0,1.0,0.02291828469251839,141.57962036132812,6.397364139556885,-0.07639527320861816,0.7864654660224915,149.76487731933594,4.6223249435424805,-0.05070328712463379,0.8274623155593872,113.03794860839844,-0.18997988104820251,0.8325862884521484,1000.0,686.0,-2524.642578125,1371.16552734375,1855.0705988407135,686.0,343,686000,369.79724676176795,-150.71620178222656,44.42794418334961,0.05017319694161415
0.0,1.0,0.022690300656423242,141.1676025390625,7.140444278717041,-0.07700282335281372,0.7875683903694153,149.94728088378906,4.7661967277526855,-0.03315681219100952,0.8209363222122192,113.14797973632812,-0.1895974576473236,0.8324871063232422,1000.0,688.0,-2510.88671875,1386.425048828125,1861.1140546798706,688.0,344,688000,369.6710571122642,-150.90493774414062,70.95132446289062,0.08170938491821289
0.0,1.0,0.02246458453528821,142.03125,6.319947242736816,-0.08821675181388855,0.7764829993247986,150.04946899414062,4.194193363189697,-0.10644456744194031,0.7587605118751526,113.25817108154297,-0.189264178276062,0.8323467373847961,1000.0,690.0,-2498.3564453125,1391.7333984375,1867.2145261764526,690.0,345,690000,369.53440021320546,-151.25677490234375,37.427574157714844,0.058242712169885635
0.0,1.0,0.022241113768593904,142.2449188232422,6.228788375854492,-0.06182664632797241,0.8020520806312561,150.30567932128906,4.523169040679932,-0.047337740659713745,0.8062629699707031,113.3683090209961,-0.18904179334640503,0.8321012854576111,1000.0,692.0,-2486.724609375,1390.049560546875,1873.256962299347,692.0,346,692000,369.410077702633,-151.3443145751953,51.47124099731445,0.04529264196753502
0.0,1.0,0.022019866020246033,142.35867309570312,6.459913730621338,-0.08200907707214355,0.7803291082382202,150.54254150390625,4.738819599151611,-0.06680932641029358,0.8020749092102051,113.4782943725586,-0.18863637745380402,0.8320009112358093,1000.0,694.0,-2472.581298828125,1399.88671875,1879.4632685184479,694.0,347,694000,369.25435661590217,-151.26971435546875,35.03004837036133,0.07006523013114929
0.0,1.0,0.02180081917634288,141.81494140625,6.146302223205566,-0.0915188193321228,0.7733246088027954,149.96434020996094,4.115024566650391,-0.014124512672424316,0.8611271977424622,113.58686065673828,-0.18832889199256897,0.8318469524383545,1000.0,696.0,-2461.517333984375,1418.8165283203125,1885.3772718906403,696.0,348,696000,369.1568846070034,-151.25588989257812,54.58590316772461,0.08938518166542053
0.0,1.0,0.021583951342965035,142.42330932617188,6.283690929412842,-0.07584279775619507,0.7870728969573975,150.31922912597656,4.427252769470215,-0.06648343801498413,0.7928124070167542,113.69445037841797,-0.18792256712913513,0.8318185210227966,1000.0,698.0,-2450.84716796875,1397.458251953125,1891.441653728485,698.0,349,698000,369.0306801820054,-151.61431884765625,36.18478775024414,0.09542633593082428
0.0,1.0,0.021369240843987038,142.25265502929688,6.02109432220459,-0.06297209858894348,0.7986173033714294,149.80020141601562,4.671227931976318,-0.06551423668861389,0.7921490669250488,113.80150604248047,-0.1875898838043213,0.8316612839698792,1000.0,700.0,-2438.5947265625,1415.6226806640625,1897.4462707042694,700.0,350,700000,368.91690205287506,-150.9267578125,28.291481018066406,0.06433486193418503
0.0,1.0,0.021156666218910842,141.58453369140625,6.6266889572143555,-0.088054358959198,0.7763678431510925,150.16720581054688,5.047580242156982,-0.12973397970199585,0.7415782809257507,113.90762329101562,-0.18710948526859283,0.8316597938537598,1000.0,702.0,-2427.677978515625,1418.557373046875,1903.550142288208,702.0,351,702000,368.78461166047566,-151.3173828125,41.543663024902344,0.030825333669781685
0.0,1.0,0.02094620622072085,142.26585388183594,6.199678897857666,-0.11765459179878235,0.7492355704307556,150.72952270507812,4.614570617675781,-0.04472067952156067,0.8137185573577881,114.01557922363281,-0.18684232234954834,0.8314520120620728,1000.0,704.0,-2414.866455078125,1454.2685546875,1909.7820093631744,704.0,352,704000,368.62845945163764,-152.0499267578125,62.8504753112793,0.03812668099999428
0.0,1.0,0.020737839813760203,142.90072631835938,6.391132831573486,-0.058931201696395874,0.8015427589416504,151.195556640625,4.242889404296875,0.005326986312866211,0.8585634231567383,114.12313079833984,-0.18638639152050018,0.8314259648323059,1000.0,706.0,-2403.83056640625,1465.66162109375,1915.99742269516,706.0,353,706000,368.4764873049239,-152.2791290283203,32.27743911743164,0.017409328371286392
0.0,1.0,0.020531546171628286,143.05325317382812,6.3267035484313965,-0.06296509504318237,0.7999414801597595,151.21310424804688,4.437562942504883,-0.06407308578491211,0.7976387739181519,114.23015594482422,-0.18588531017303467,0.8314719200134277,1000.0,708.0,-2393.002197265625,1471.58447265625,1922.0192937850952,708.0,354,708000,368.36258735244667,-152.45672607421875,58.66973114013672,0.12229689955711365
0.0,1.0,0.020327304675099113,143.45455932617188,6.468164920806885,-0.059607505798339844,0.8014444708824158,151.50979614257812,4.104720592498779,-0.0634644627571106,0.8069953918457031,114.33814239501953,-0.18556943535804749,0.8313264846801758,1000.0,710.0,-2381.1494140625,1478.90478515625,1928.387722492218,710.0,355,710000,368.1832194422018,-153.24000549316406,52.86497497558594,0.037097200751304626
0.0,1.0,0.02012509491006039,143.25967407226562,6.4113640785217285,-0.06290695071220398,0.7993531823158264,151.29794311523438,4.168732643127441,-0.08658856153488159,0.7766972184181213,114.44605255126953,-0.1852376013994217,0.8312039971351624,1000.0,712.0,-2369.31591796875,1498.6246337890625,1934.569338798523,712.0,356,712000,368.0405688855755,-152.53199768066406,50.86372375488281,0.10235321521759033
0.0,1.0,0.019924896665473115,143.6580810546875,6.134947776794434,-0.05096957087516785,0.8118525147438049,151.3862762451172,4.161369323730469,-0.08858314156532288,0.7803002595901489,114.55415344238281,-0.18489474058151245,0.8310739398002625,1000.0,714.0,-2357.84521484375,1510.7548828125,1940.70729970932,714.0,357,714000,367.90710279027815,-153.05409240722656,49.92206954956055,0.08625417947769165
0.0,1.0,0.01972668993135151,143.62364196777344,6.0994157791137695,-0.06408515572547913,0.7996494174003601,151.54367065429688,4.470616340637207,-0.06921017169952393,0.8028643131256104,114.66112518310547,-0.18454015254974365,0.8309720754623413,1000.0,716.0,-2345.961181640625,1522.2349853515625,1947.0698149204254,716.0,358,716000,367.73206307923897,-153.3370819091797,44.93183135986328,0.07480040937662125
0.0,1.0,0.019530454896762944,144.08689880371094,6.482885837554932,-0.0810709297657013,0.7848434448242188,152.05435180664062,4.782942771911621,-0.09524711966514587,0.7650681734085083,114.76850891113281,-0.1841679811477661,0.8309099078178406,1000.0,718.0,-2334.372802734375,1527.772216796875,1953.1297399997711,718.0,359,718000,367.6151078422902,-153.3136749267578,49.69523620605469,0.11489615589380264
