obs_rms_mean,obs_rms_std,param_noise_stddev,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps,rollout/episodes,rollout/return,rollout/return_history,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.0,1.0,0.002919610241594871,67.85554504394531,4.218593597412109,-0.13245266675949097,0.7337310314178467,71.03681182861328,6.869217395782471,-0.13319170475006104,0.7321563363075256,123.20890045166016,-0.11356446892023087,0.8014283776283264,1000.0,1836.0,127.93184661865234,1254.4859619140625,5983.444290161133,1836.0,918,1836000,306.8466774260811,-72.51709747314453,38.61538314819336,0.016088347882032394
0.0,1.0,0.00292545384295341,65.54902648925781,4.434404373168945,-0.12346950173377991,0.7438979744911194,68.46934509277344,7.0356621742248535,-0.12735217809677124,0.7407490611076355,123.15312194824219,-0.11359178274869919,0.8013350963592529,1000.0,1838.0,129.4087371826172,1353.8079833984375,5991.920484304428,1838.0,919,1838000,306.7463937170996,-70.70440673828125,46.98057174682617,0.00402218010276556
0.0,1.0,0.0029283800281598234,63.874629974365234,4.275354385375977,-0.12970632314682007,0.7371037006378174,66.99998474121094,7.217785358428955,-0.12724435329437256,0.7394615411758423,123.09495544433594,-0.11360164731740952,0.8012534976005554,1000.0,1840.0,131.24986267089844,1406.1048583984375,6000.333869934082,1840.0,920,1840000,306.64960315286817,-68.72674560546875,44.9330940246582,0.006624254398047924
0.0,1.0,0.0029166928196020644,63.569435119628906,4.49258279800415,-0.15174899995326996,0.7175560593605042,66.42367553710938,6.690597057342529,-0.12284374237060547,0.7417351007461548,123.03593444824219,-0.11362028121948242,0.8011659979820251,1000.0,1842.0,133.2046661376953,1460.92431640625,6008.697384119034,1842.0,921,1842000,306.5556279915843,-68.07536315917969,43.598018646240234,0.015117024071514606
0.0,1.0,0.0029079580333866584,62.46445846557617,4.25376558303833,-0.13150224089622498,0.7344949841499329,65.43231201171875,6.792797088623047,-0.14254538714885712,0.7255507707595825,122.97549438476562,-0.11360818147659302,0.8011017441749573,1000.0,1844.0,134.28131103515625,1485.2901611328125,6016.849184751511,1844.0,922,1844000,306.47269748313545,-67.11764526367188,50.4270133972168,0.019809411838650703
0.0,1.0,0.0029021493799514303,62.564979553222656,4.006469249725342,-0.11872148513793945,0.7462992668151855,65.4973373413086,6.477187633514404,-0.13885794579982758,0.7283958196640015,122.91497039794922,-0.11361408978700638,0.8010239601135254,1000.0,1846.0,135.83518981933594,1525.11474609375,6025.1327583789825,1846.0,923,1846000,306.38329046489804,-67.53536987304688,41.56254959106445,0.012253256514668465
0.0,1.0,0.00289056685830359,62.131168365478516,4.350671291351318,-0.12450462579727173,0.7404043674468994,65.214111328125,6.680361747741699,-0.133284330368042,0.7325122952461243,122.8546371459961,-0.11364074051380157,0.8009316921234131,1000.0,1848.0,136.99411010742188,1541.53857421875,6033.155110120773,1848.0,924,1848000,306.3073907879365,-66.84902954101562,40.767608642578125,0.01653108559548855
0.0,1.0,0.0028876784579260494,62.035675048828125,4.2210516929626465,-0.11572173237800598,0.7524524331092834,65.14972686767578,6.79758882522583,-0.10468938946723938,0.7602830529212952,122.79425811767578,-0.11364754289388657,0.8008531928062439,1000.0,1850.0,138.1939239501953,1543.755126953125,6041.601114273071,1850.0,925,1850000,306.2102189483248,-66.75220489501953,44.9361457824707,0.008173867128789425
0.0,1.0,0.00288479294378403,61.578773498535156,4.5381364822387695,-0.10810816287994385,0.7569993734359741,64.57635498046875,6.743588924407959,-0.0998457670211792,0.7618698477745056,122.7337875366211,-0.11363246291875839,0.8007940053939819,1000.0,1852.0,140.14511108398438,1555.4410400390625,6049.685561656952,1852.0,926,1852000,306.1316131433374,-66.74639892578125,42.85354995727539,0.012332418002188206
0.0,1.0,0.002879030562673145,59.886985778808594,4.707415580749512,-0.11231023073196411,0.7510021924972534,63.095680236816406,7.370105266571045,-0.13405652344226837,0.7327983379364014,122.67233276367188,-0.11361540108919144,0.8007372617721558,1000.0,1854.0,142.38247680664062,1592.8443603515625,6058.091655015945,1854.0,927,1854000,306.03696767528027,-64.65367889404297,42.46852111816406,0.021032152697443962
0.0,1.0,0.0028732796919329227,58.030784606933594,5.080438137054443,-0.14440739154815674,0.7231350541114807,61.10527801513672,7.068463325500488,-0.13620375096797943,0.7302912473678589,122.6086196899414,-0.1136176809668541,0.8006621599197388,1000.0,1856.0,144.16810607910156,1619.47802734375,6066.539860248566,1856.0,928,1856000,305.94046074955713,-62.804481506347656,39.85466384887695,0.017927726730704308
0.0,1.0,0.0028589527221820517,57.02444076538086,5.185810565948486,-0.12318792939186096,0.7433997988700867,60.026607513427734,7.048112869262695,-0.1254327893257141,0.7413657307624817,122.5439682006836,-0.11363425105810165,0.8005765080451965,1000.0,1858.0,146.40884399414062,1644.93896484375,6074.784282207489,1858.0,929,1858000,305.8544820170684,-61.270896911621094,56.90696716308594,0.019283412024378777
0.0,1.0,0.002867540308571368,56.62223815917969,4.722478866577148,-0.12307050824165344,0.7422168850898743,59.567657470703125,6.811513423919678,-0.12531119585037231,0.7402975559234619,122.4778060913086,-0.11364268511533737,0.8004971742630005,1000.0,1860.0,147.9114227294922,1647.135986328125,6082.993791341782,1860.0,930,1860000,305.77049127477784,-61.34162521362305,45.95695877075195,0.007994918152689934
0.0,1.0,0.002867540308571368,57.67101287841797,4.600703716278076,-0.11998409032821655,0.7492470741271973,60.553016662597656,6.641587734222412,-0.11976274847984314,0.7499820590019226,122.41211700439453,-0.1136314868927002,0.8004328012466431,1000.0,1862.0,148.6962890625,1642.4376220703125,6091.366547822952,1862.0,931,1862000,305.6785345917948,-62.88383483886719,44.77775955200195,0.008465220220386982
0.0,1.0,0.0028618123896424143,58.59313201904297,4.424809455871582,-0.08773207664489746,0.774978518486023,61.43199920654297,6.441375732421875,-0.08490961790084839,0.7776331305503845,122.34829711914062,-0.11362352222204208,0.8003703951835632,1000.0,1864.0,150.05947875976562,1648.4970703125,6099.652010917664,1864.0,932,1864000,305.5912036725469,-63.21778869628906,40.22555160522461,0.011532414704561234
0.0,1.0,0.0028475425990424274,61.611854553222656,4.595956802368164,-0.13062328100204468,0.7383630275726318,64.90961456298828,5.784540176391602,-0.1436784565448761,0.7281841039657593,122.28651428222656,-0.1135898157954216,0.8003281354904175,1000.0,1866.0,152.063232421875,1665.11669921875,6108.058631658554,1866.0,933,1866000,305.4980497941479,-66.97724914550781,37.896888732910156,0.011761673726141453
0.0,1.0,0.00285324195697836,64.30463409423828,4.571239948272705,-0.11035171151161194,0.7540006041526794,68.09457397460938,6.577437400817871,-0.11259138584136963,0.7519256472587585,122.22836303710938,-0.11360669136047363,0.800247073173523,1000.0,1868.0,153.88343811035156,1676.2620849609375,6116.258391857147,1868.0,934,1868000,305.4154812175616,-69.13626098632812,39.51185989379883,0.007370296865701675
0.0,1.0,0.00285324195697836,65.82028198242188,4.716769695281982,-0.1331353783607483,0.7382559180259705,69.3965835571289,5.799218654632568,-0.12289664149284363,0.7458738088607788,122.17301940917969,-0.11360201239585876,0.8001804947853088,1000.0,1870.0,156.02105712890625,1701.8131103515625,6124.351808786392,1870.0,935,1870000,305.3384355414032,-70.78060913085938,44.020843505859375,0.006585381459444761
0.0,1.0,0.0028618123896424143,66.84395599365234,4.257966995239258,-0.11894947290420532,0.7455153465270996,70.56214141845703,6.293482303619385,-0.1254843771457672,0.7407643795013428,122.11917114257812,-0.11359205842018127,0.8001196980476379,1000.0,1872.0,157.15858459472656,1705.440673828125,6132.8572816848755,1872.0,936,1872000,305.24108323709544,-71.91867065429688,37.746070861816406,0.007413683459162712
0.0,1.0,0.0028589527221820517,70.13473510742188,4.533899307250977,-0.11734509468078613,0.7482830882072449,74.1290512084961,5.861521244049072,-0.11488991975784302,0.7523970603942871,122.0676040649414,-0.11356175690889359,0.8000738620758057,1000.0,1874.0,159.08151245117188,1710.1251220703125,6140.896935462952,1874.0,937,1874000,305.1671473556041,-75.22001647949219,35.224605560302734,0.01255280151963234
0.0,1.0,0.002856095912245828,72.85450744628906,4.2422637939453125,-0.12748536467552185,0.7385129928588867,77.07904052734375,5.737309455871582,-0.13459616899490356,0.732464611530304,122.01962280273438,-0.11355220526456833,0.8000107407569885,1000.0,1876.0,160.8314971923828,1711.8963623046875,6149.165083646774,1876.0,938,1876000,305.0820679687192,-78.70057678222656,39.0720329284668,0.0039496528916060925
0.0,1.0,0.0028418546255882084,75.36978149414062,3.6451542377471924,-0.09180718660354614,0.7722141742706299,79.41458129882812,6.066217422485352,-0.09044989943504333,0.774470865726471,121.97479248046875,-0.11356817185878754,0.7999303340911865,1000.0,1878.0,162.46266174316406,1726.686279296875,6157.766409397125,1878.0,939,1878000,304.980714619843,-81.27568054199219,41.95829772949219,0.00920715369284153
0.0,1.0,0.0028475425990424274,78.40090942382812,4.447737693786621,-0.13718581199645996,0.7307371497154236,82.69114685058594,5.666128158569336,-0.10969340801239014,0.756332278251648,121.93316650390625,-0.1135554239153862,0.7998734712600708,1000.0,1880.0,164.52645874023438,1737.1640625,6166.346270084381,1880.0,940,1880000,304.8807053085382,-84.2111587524414,39.10758590698242,0.01213749311864376
0.0,1.0,0.0028475425990424274,79.8919677734375,4.622739791870117,-0.12745526432991028,0.7414931654930115,83.85940551757812,6.159754753112793,-0.1102156937122345,0.7567423582077026,121.89422607421875,-0.11354144662618637,0.7998162508010864,1000.0,1882.0,166.31103515625,1744.5462646484375,6174.796742677689,1882.0,941,1882000,304.787360366436,-85.39680480957031,41.5919303894043,0.01330824475735426
0.0,1.0,0.0028503908535271196,80.99784851074219,4.116235733032227,-0.1068524718284607,0.7600973844528198,85.23853302001953,6.434828281402588,-0.10796701908111572,0.7626910209655762,121.8563461303711,-0.11355658620595932,0.7997400164604187,1000.0,1884.0,168.33425903320312,1765.8399658203125,6182.870409488678,1884.0,942,1884000,304.71283970446444,-86.79106140136719,46.661312103271484,0.01148960180580616
0.0,1.0,0.0028475425990424274,83.43345642089844,4.1712775230407715,-0.09450036287307739,0.76893150806427,88.10372161865234,5.98056173324585,-0.1419098973274231,0.7275908589363098,121.8204574584961,-0.11353471130132675,0.7996927499771118,1000.0,1886.0,170.3937530517578,1773.14794921875,6191.295907020569,1886.0,943,1886000,304.6212018167935,-89.46155548095703,34.712398529052734,0.009872235357761383
0.0,1.0,0.0028503908535271196,82.64286041259766,4.75201416015625,-0.09784641861915588,0.7681410908699036,86.96460723876953,7.189260959625244,-0.09667295217514038,0.7719503045082092,121.78583526611328,-0.1135367900133133,0.7996268272399902,1000.0,1888.0,172.17835998535156,1773.5623779296875,6199.479797840118,1888.0,944,1888000,304.5416811677931,-88.33922576904297,37.81557846069336,0.02101820893585682
0.0,1.0,0.0028503908535271196,80.57191467285156,4.088591575622559,-0.08809563517570496,0.7735092639923096,85.33375549316406,6.959232330322266,-0.10514932870864868,0.7600464224815369,121.74979400634766,-0.1135161966085434,0.7995777130126953,1000.0,1890.0,173.49795532226562,1753.1396484375,6207.696172237396,1890.0,945,1890000,304.4607770033308,-87.22833251953125,34.831302642822266,0.006437606643885374
0.0,1.0,0.0028475425990424274,82.01435089111328,4.927311897277832,-0.11670553684234619,0.7526350021362305,86.64691162109375,6.133157253265381,-0.10837534070014954,0.7583028078079224,121.71339416503906,-0.11350496113300323,0.7995209693908691,1000.0,1892.0,175.00192260742188,1750.552001953125,6216.244047403336,1892.0,946,1892000,304.3638546962021,-88.15911102294922,36.508445739746094,0.01490382943302393
0.0,1.0,0.0028446971906774528,83.82546997070312,4.134737491607666,-0.10889604687690735,0.7549815773963928,88.60919189453125,5.998716831207275,-0.11238735914230347,0.7528460025787354,121.67926025390625,-0.11349950730800629,0.7994619607925415,1000.0,1894.0,176.9256134033203,1746.342529296875,6224.763912439346,1894.0,947,1894000,304.2685677146884,-90.0709457397461,34.301883697509766,0.008973918855190277
0.0,1.0,0.0028446971906774528,86.274658203125,4.113995552062988,-0.06299608945846558,0.7999354600906372,90.6298828125,6.249046325683594,-0.08430007100105286,0.7774549722671509,121.64681243896484,-0.11346928775310516,0.7994222044944763,1000.0,1896.0,178.65216064453125,1738.7950439453125,6232.9536027908325,1896.0,948,1896000,304.18965402711444,-91.7586441040039,37.49668502807617,0.006974837277084589
0.0,1.0,0.002856095912245828,84.18708801269531,4.715963363647461,-0.09172624349594116,0.771047830581665,88.760986328125,6.79576301574707,-0.07407528162002563,0.7880169153213501,121.61522674560547,-0.11344004422426224,0.7993819117546082,1000.0,1898.0,180.63711547851562,1739.0626220703125,6241.17546081543,1898.0,949,1898000,304.10938002246456,-90.23158264160156,46.753265380859375,0.007051502820104361
0.0,1.0,0.0028503908535271196,80.16301727294922,6.292644500732422,-0.1599864363670349,0.7089338898658752,85.4080810546875,7.330323696136475,-0.14179132878780365,0.7251367568969727,121.58130645751953,-0.11342506855726242,0.7993299961090088,1000.0,1900.0,182.6290740966797,1741.342529296875,6249.675232410431,1900.0,950,1900000,304.01579751644005,-87.1518325805664,48.77973556518555,0.011423303745687008
0.0,1.0,0.0028418546255882084,73.48950958251953,5.509721279144287,-0.1100037693977356,0.7532439827919006,78.21322631835938,8.127551078796387,-0.11131247878074646,0.7522631287574768,121.54161071777344,-0.11342987418174744,0.7992588877677917,1000.0,1902.0,184.37191772460938,1745.2567138671875,6258.12987947464,1902.0,951,1902000,303.9246606623111,-80.87361145019531,50.13539505004883,0.01103193685412407
0.0,1.0,0.0028305127412082114,69.87383270263672,5.643935680389404,-0.10428884625434875,0.7593393325805664,74.58810424804688,8.33134937286377,-0.1006237268447876,0.7643029093742371,121.49594116210938,-0.11343178153038025,0.799189567565918,1000.0,1904.0,185.97032165527344,1751.534423828125,6266.548835277557,1904.0,952,1904000,303.8355002168699,-76.13030242919922,52.1767463684082,0.017446376383304596
0.0,1.0,0.002819216122458669,68.80741119384766,5.3364176750183105,-0.1254892349243164,0.7421921491622925,73.35142517089844,7.1600260734558105,-0.1349656879901886,0.7337538599967957,121.44808959960938,-0.11340386420488358,0.7991446852684021,1000.0,1906.0,187.51087951660156,1742.228271484375,6274.935879468918,1906.0,953,1906000,303.7481237435872,-75.22615814208984,39.13248825073242,0.006154553033411503
0.0,1.0,0.0028248587849375537,68.94779968261719,5.243287086486816,-0.11704319715499878,0.7494128346443176,73.8340835571289,6.740495204925537,-0.13201236724853516,0.7363765239715576,121.40015411376953,-0.11340785026550293,0.7990760803222656,1000.0,1908.0,189.418701171875,1735.6053466796875,6283.331228971481,1908.0,954,1908000,303.66057915306186,-75.9010238647461,45.161773681640625,0.0192315224558115
0.0,1.0,0.0028305127412082114,71.48683166503906,4.8641791343688965,-0.13232696056365967,0.7354646921157837,76.40625762939453,6.090190887451172,-0.1208128035068512,0.7465753555297852,121.35301208496094,-0.11341642588376999,0.7990041971206665,1000.0,1910.0,190.9916229248047,1734.25439453125,6291.6935069561005,1910.0,955,1910000,303.5748638881253,-77.59068298339844,38.84071731567383,0.014141165651381016
0.0,1.0,0.002822036043385158,73.69683837890625,5.146378040313721,-0.0918436050415039,0.777493417263031,78.724365234375,6.343045711517334,-0.0602400004863739,0.8043065667152405,121.30883026123047,-0.11340413987636566,0.7989468574523926,1000.0,1912.0,193.1763916015625,1742.114013671875,6300.366953134537,1912.0,956,1912000,303.4743871622824,-80.50491333007812,42.35051345825195,0.016481896862387657
0.0,1.0,0.0028276843499371873,76.35200500488281,4.360976696014404,-0.09486651420593262,0.7715638875961304,81.4050064086914,5.861949443817139,-0.09297063946723938,0.7711461782455444,121.26716613769531,-0.11339997500181198,0.7988914847373962,1000.0,1914.0,194.9634246826172,1746.3974609375,6308.64595913887,1914.0,957,1914000,303.3931547905822,-82.97500610351562,40.16516876220703,0.006855230312794447
0.0,1.0,0.002822036043385158,78.63592529296875,4.996772289276123,-0.06584614515304565,0.7956942915916443,83.95304107666016,6.507698059082031,-0.07990571856498718,0.783541738986969,121.22857666015625,-0.11336244642734528,0.7988590598106384,1000.0,1916.0,196.58853149414062,1751.5146484375,6317.347737312317,1916.0,958,1916000,303.2918369656112,-85.257080078125,32.68059158325195,0.006610843352973461
0.0,1.0,0.0028305127412082114,78.74581146240234,4.912787914276123,-0.11084315180778503,0.7559245228767395,83.7386703491211,5.865634918212891,-0.08727237582206726,0.7780295014381409,121.19129180908203,-0.11331844329833984,0.7988345623016357,1000.0,1918.0,198.48800659179688,1752.819091796875,6325.733261585236,1918.0,959,1918000,303.20595584508527,-85.5580825805664,39.37898254394531,0.005837312433868647
0.0,1.0,0.002836178013875172,77.66938018798828,4.925089359283447,-0.07457929849624634,0.7877412438392639,82.49566650390625,7.07989501953125,-0.06310734152793884,0.7977577447891235,121.15387725830078,-0.11330047249794006,0.7987890839576721,1000.0,1920.0,200.46595764160156,1760.7166748046875,6334.255813121796,1920.0,960,1920000,303.11374479423506,-84.4011459350586,47.113067626953125,0.007421337533742189
0.0,1.0,0.0028248587849375537,73.76091766357422,5.522643089294434,-0.11294692754745483,0.751176655292511,79.0345458984375,7.316741466522217,-0.12539631128311157,0.7382490634918213,121.1134262084961,-0.11324138194322586,0.7987788915634155,1000.0,1922.0,202.35626220703125,1762.4429931640625,6342.983168363571,1922.0,961,1922000,303.0119975071379,-80.23434448242188,41.89762878417969,0.018172845244407654
0.0,1.0,0.0028276843499371873,70.62788391113281,5.669580936431885,-0.17744174599647522,0.6931917667388916,75.69871520996094,7.38543701171875,-0.12453761696815491,0.7403325438499451,121.06965637207031,-0.1132332980632782,0.7987215518951416,1000.0,1924.0,203.35108947753906,1750.16552734375,6351.409301280975,1924.0,962,1924000,302.92489567818603,-77.55807495117188,53.205421447753906,0.0035259511787444353
0.0,1.0,0.002819216122458669,67.98629760742188,5.638028144836426,-0.11332756280899048,0.7509689331054688,72.75169372558594,7.536864280700684,-0.15766113996505737,0.7114216685295105,121.02295684814453,-0.11324694752693176,0.7986440658569336,1000.0,1926.0,204.77427673339844,1756.177001953125,6359.883211374283,1926.0,963,1926000,302.8357496495314,-74.80172729492188,43.7716178894043,0.009943785145878792
0.0,1.0,0.002816399019339575,63.128028869628906,5.7676897048950195,-0.14246663451194763,0.7273207902908325,67.99510192871094,7.736084938049316,-0.10911870002746582,0.7591297626495361,120.9730453491211,-0.11326298862695694,0.7985656261444092,1000.0,1928.0,206.50343322753906,1745.920654296875,6368.2922332286835,1928.0,964,1928000,302.7499256299858,-70.39408111572266,45.647823333740234,0.00887838751077652
0.0,1.0,0.002810773255263603,61.46183776855469,5.34530782699585,-0.10550054907798767,0.7588164210319519,66.29983520507812,7.387833595275879,-0.1236497163772583,0.7445158958435059,120.91905212402344,-0.11324723064899445,0.7985137701034546,1000.0,1930.0,208.0325164794922,1740.055419921875,6376.878413200378,1930.0,965,1930000,302.6559195491053,-68.14398193359375,44.271568298339844,0.009951099753379822
0.0,1.0,0.0028079645886837723,60.80744552612305,5.549359321594238,-0.09423929452896118,0.7706385254859924,65.75768280029297,7.659257888793945,-0.10573071241378784,0.7590599656105042,120.8639144897461,-0.1132545992732048,0.7984443306922913,1000.0,1932.0,209.59996032714844,1753.354736328125,6385.380126714706,1932.0,966,1932000,302.56616860083767,-67.82831573486328,45.839630126953125,0.013824944384396076
0.0,1.0,0.0028051587286654247,61.4779052734375,5.319405555725098,-0.08930253982543945,0.7770405411720276,66.16148376464844,7.218681335449219,-0.08494508266448975,0.7827118635177612,120.80879211425781,-0.11323084682226181,0.7984024882316589,1000.0,1934.0,210.8183135986328,1751.8426513671875,6393.868705272675,1934.0,967,1934000,302.4772777090552,-68.1648178100586,40.245933532714844,0.008423665538430214
0.0,1.0,0.0027967579599487125,63.526649475097656,4.717245101928711,-0.09596768021583557,0.7696407437324524,68.24971008300781,6.190107345581055,-0.09959518909454346,0.763706386089325,120.75524139404297,-0.11320576071739197,0.7983633875846863,1000.0,1936.0,211.84310913085938,1752.453125,6402.465923309326,1936.0,968,1936000,302.38349148437396,-70.05570983886719,38.06315231323242,0.02245735004544258
0.0,1.0,0.0027800318219549716,66.58961486816406,4.4455413818359375,-0.08203250169754028,0.7829248905181885,71.0306625366211,6.295407295227051,-0.09534952044487,0.7699084281921387,120.70476531982422,-0.11317139118909836,0.7983312010765076,1000.0,1938.0,213.76019287109375,1764.140625,6410.90815114975,1938.0,969,1938000,302.2972649596351,-72.88502502441406,35.915645599365234,0.014078562147915363
0.0,1.0,0.002774478701446614,69.74441528320312,4.694272041320801,-0.09766337275505066,0.7660372853279114,74.48394775390625,5.841857433319092,-0.09208559989929199,0.7711173892021179,120.65677642822266,-0.11313064396381378,0.7983026504516602,1000.0,1940.0,215.4390411376953,1764.5205078125,6419.23664355278,1940.0,970,1940000,302.2166197827365,-75.51403045654297,38.888519287109375,0.012967181392014027
0.0,1.0,0.002774478701446614,72.36846160888672,4.625705242156982,-0.08371791243553162,0.7820976972579956,76.76229858398438,6.025947570800781,-0.11308512091636658,0.7552011609077454,120.61200714111328,-0.11310862749814987,0.7982611060142517,1000.0,1942.0,217.60208129882812,1772.2020263671875,6427.690557479858,1942.0,971,1942000,302.1302881079283,-78.48271179199219,36.43198776245117,0.014962068758904934
0.0,1.0,0.0027689366733103424,74.93098449707031,4.649881839752197,-0.09430128335952759,0.7705850005149841,79.39313507080078,6.088406085968018,-0.07485240697860718,0.7897581458091736,120.56974029541016,-0.11309140175580978,0.7982185482978821,1000.0,1944.0,219.12648010253906,1783.6712646484375,6436.01632475853,1944.0,972,1944000,302.0501971882329,-80.91207885742188,37.30037307739258,0.0126344570890069
0.0,1.0,0.002760644380847174,76.244384765625,4.156937599182129,-0.06773686408996582,0.7945700287818909,80.83798217773438,6.495401859283447,-0.07502475380897522,0.789923906326294,120.52972412109375,-0.11306210607290268,0.7981851100921631,1000.0,1946.0,220.47128295898438,1782.854736328125,6444.788998603821,1946.0,973,1946000,301.9493734273652,-82.22126770019531,37.759796142578125,0.015379022806882858
0.0,1.0,0.002763405715389116,76.28424072265625,4.591556549072266,-0.07823115587234497,0.78550124168396,81.02978515625,6.174522876739502,-0.08805525302886963,0.7759867310523987,120.49063873291016,-0.11302261054515839,0.7981621026992798,1000.0,1948.0,221.96534729003906,1792.23388671875,6453.5145580768585,1948.0,974,1948000,301.85102744705085,-82.16616821289062,45.18605041503906,0.00826052762567997
0.0,1.0,0.002757885805570153,77.56887817382812,4.765977382659912,-0.10664740204811096,0.7589463591575623,82.51000213623047,6.103244304656982,-0.0899457335472107,0.774774432182312,120.45257568359375,-0.11300253868103027,0.798117995262146,1000.0,1950.0,223.75396728515625,1806.6162109375,6462.167125940323,1950.0,975,1950000,301.75635541401317,-84.28704071044922,45.09870147705078,0.011150232516229153
0.0,1.0,0.002757885805570153,80.64225769042969,3.83760929107666,-0.09345337748527527,0.7698630094528198,84.59576416015625,5.3797078132629395,-0.07286626100540161,0.7892575263977051,120.41673278808594,-0.11296743154525757,0.7980889081954956,1000.0,1952.0,224.99801635742188,1796.4736328125,6471.064161539078,1952.0,976,1952000,301.6505402004446,-86.193115234375,47.573036193847656,0.015490593388676643
0.0,1.0,0.0027523769217848407,84.91539001464844,3.7706470489501953,-0.07726967334747314,0.7874950170516968,89.30274963378906,5.390507221221924,-0.10021555423736572,0.7643733620643616,120.38401794433594,-0.11292712390422821,0.7980621457099915,1000.0,1954.0,226.60498046875,1788.091064453125,6479.644608259201,1954.0,977,1954000,301.5597487413673,-90.3935775756836,50.14567947387695,0.01495456788688898
0.0,1.0,0.0027386528067910526,88.23129272460938,3.7532148361206055,0.12730556726455688,0.20070715248584747,93.01000213623047,4.535008907318115,0.17612531781196594,0.10382489860057831,120.35494995117188,-0.11290547996759415,0.7980165481567383,1000.0,1956.0,227.85052490234375,1780.99462890625,6488.052254676819,1956.0,978,1956000,301.477226634549,-94.74149322509766,52.8360595703125,0.013457003980875015
0.0,1.0,0.0027304512071488923,91.38674926757812,3.2844460010528564,0.11480540037155151,0.31828954815864563,96.3140869140625,4.814080715179443,0.08481748402118683,0.3320622742176056,120.33016204833984,-0.11265402287244797,0.7976807355880737,1000.0,1958.0,230.05975341796875,1784.29296875,6496.375681877136,1958.0,979,1958000,301.398825419258,-98.15091705322266,41.251747131347656,0.006762325763702393
0.0,1.0,0.00271412161970158,94.38029479980469,3.151334285736084,0.11338701844215393,0.2843724191188812,98.70697784423828,4.7825751304626465,0.12364716082811356,0.31476160883903503,120.30902099609375,-0.11244624853134155,0.7973768711090088,1000.0,1960.0,232.78909301757812,1811.51318359375,6504.917113304138,1960.0,980,1960000,301.31052646179353,-100.61534881591797,41.9034423828125,0.011153626255691051
0.0,1.0,0.0026951938244706747,95.40435028076172,4.023922443389893,0.14457301795482635,0.2095404416322708,100.23253631591797,6.349319934844971,0.11254659295082092,0.29332810640335083,120.28980255126953,-0.11221801489591599,0.7970813512802124,1000.0,1962.0,235.67417907714844,1855.2015380859375,6513.193046331406,1962.0,981,1962000,301.23473786871836,-101.59974670410156,62.258636474609375,0.014788181520998478
0.0,1.0,0.0026763980282738958,96.68766021728516,3.99328351020813,0.11957256495952606,0.10634852200746536,101.46630859375,5.684349536895752,0.09700829535722733,0.11251812428236008,120.27161407470703,-0.1119852215051651,0.7967520952224731,1000.0,1964.0,238.31320190429688,1883.3614501953125,6521.7262217998505,1964.0,982,1964000,301.14726273467824,-103.16976928710938,45.219966888427734,0.01484715472906828
0.0,1.0,0.002655077569235132,96.72257995605469,3.714684247970581,0.15614767372608185,0.09493429213762283,101.93132019042969,5.651147365570068,0.15110422670841217,0.11748576909303665,120.25431060791016,-0.1117495447397232,0.7963879704475403,1000.0,1966.0,239.8107147216797,1877.17919921875,6530.261825084686,1966.0,983,1966000,301.05990428255217,-103.59898376464844,45.44182205200195,0.02422959730029106
0.0,1.0,0.002636561536575483,96.51742553710938,4.481286525726318,0.15892809629440308,0.09744790941476822,101.88432312011719,6.393475532531738,0.10002069175243378,0.10052470117807388,120.23713684082031,-0.11151394993066788,0.7960289120674133,1000.0,1968.0,241.47802734375,1877.7442626953125,6539.067060709,1968.0,984,1968000,300.96036357006244,-103.20825958251953,46.725929260253906,0.01376164797693491
0.0,1.0,0.002612944821026049,94.04772186279297,3.998664140701294,0.138503298163414,0.13209249079227448,99.65158081054688,5.86373233795166,0.09960585087537766,0.12898094952106476,120.21910095214844,-0.11125778406858444,0.7956736087799072,1000.0,1970.0,242.5721435546875,1861.0770263671875,6547.800122976303,1970.0,985,1970000,300.8644068237893,-101.4353256225586,41.55186462402344,0.022253455594182014
0.0,1.0,0.002592129836693108,91.94309997558594,5.6333184242248535,0.08730453252792358,0.3132019639015198,97.21367645263672,6.742558479309082,0.07367688417434692,0.3844090402126312,120.19864654541016,-0.11101443320512772,0.795314371585846,1000.0,1972.0,243.88951110839844,1867.493408203125,6556.14825963974,1972.0,986,1972000,300.78636447864,-98.27088165283203,42.6837043762207,0.019179875031113625
0.0,1.0,0.002576627486483647,89.47657012939453,5.634946346282959,0.08899950981140137,0.27832692861557007,94.8930892944336,6.333690643310547,0.09818606078624725,0.3051615357398987,120.17566680908203,-0.11082566529512405,0.7950220704078674,1000.0,1974.0,246.49929809570312,1884.70849609375,6564.4602682590485,1974.0,987,1974000,300.71017560191916,-96.70339965820312,54.199119567871094,0.013072135858237743
0.0,1.0,0.0025561018097332586,89.71077728271484,5.306370735168457,0.07601538300514221,0.33603063225746155,95.11735534667969,6.87693452835083,0.012018412351608276,0.35239970684051514,120.15077209472656,-0.11062435060739517,0.7946953177452087,1000.0,1976.0,248.6616973876953,1896.35498046875,6572.870854377747,1976.0,988,1976000,300.62967062313714,-95.99763488769531,38.26185607910156,0.008821648545563221
