# {"t_start": 1558624500.1182334, "env_id": "HalfCheetah-v3"} 
r,l,t
1982.002039,1000,3644.463835
1351.821003,1000,3646.612144
2299.83563,1000,3651.334352
1835.385964,1000,3653.721365
1629.433994,1000,3658.595205
2318.190815,1000,3661.036938
1776.534016,1000,3665.875123
1765.034059,1000,3668.229827
1338.877342,1000,3672.981039
1528.441164,1000,3675.304494
2115.265727,1000,3680.199599
1115.751998,1000,3682.574235
1935.626503,1000,3687.413981
2175.445565,1000,3689.880098
1761.616989,1000,3694.595113
1094.270441,1000,3696.917981
1549.083545,1000,3701.86276
1977.44283,1000,3704.258561
1619.089161,1000,3709.013197
1653.99269,1000,3711.293336
1970.479294,1000,3716.148172
2358.829814,1000,3718.474641
1342.149254,1000,3723.312628
2410.013138,1000,3725.683685
1449.843028,1000,3730.384544
2000.491215,1000,3732.749096
1608.955033,1000,3737.636414
2215.911322,1000,3740.119178
1509.438211,1000,3744.93059
1914.214132,1000,3747.341395
1693.547057,1000,3752.308201
2345.460662,1000,3754.787327
1134.887075,1000,3759.719645
2081.286152,1000,3761.953091
1270.728158,1000,3766.944604
2201.271619,1000,3769.264754
1685.735534,1000,3774.128215
1761.282858,1000,3776.643871
2384.675798,1000,3781.619561
2052.302138,1000,3783.977142
2444.842308,1000,3788.969805
1860.033386,1000,3791.27859
2201.98571,1000,3796.231833
1855.498847,1000,3798.647881
1421.260881,1000,3803.516044
1948.231795,1000,3805.808786
2414.087423,1000,3810.686676
2096.208769,1000,3812.946945
1491.951869,1000,3817.94637
2041.934481,1000,3820.42328
2024.133535,1000,3825.383166
1532.223686,1000,3827.710705
1992.728089,1000,3832.468918
2197.266455,1000,3834.791702
2667.295412,1000,3839.823269
2347.200211,1000,3842.147166
1527.065266,1000,3846.88212
1612.884735,1000,3849.130231
1634.490751,1000,3853.921852
1673.661561,1000,3856.263585
1981.646431,1000,3861.265212
1958.861158,1000,3863.673851
2055.437925,1000,3868.470737
1590.396843,1000,3870.984503
1378.359929,1000,3875.960844
1877.318797,1000,3878.390324
2668.412595,1000,3883.20696
1985.172819,1000,3885.370276
2047.981676,1000,3890.182292
1912.635443,1000,3892.487999
1960.979211,1000,3897.426874
1597.667718,1000,3899.640444
1498.29925,1000,3904.386372
1126.441304,1000,3906.743248
1644.96748,1000,3911.681565
1486.328695,1000,3914.03655
1297.247512,1000,3919.013227
1709.464376,1000,3921.280558
1978.459492,1000,3926.25869
1913.4224,1000,3928.433996
1210.514207,1000,3933.314534
1408.482654,1000,3935.663417
2168.446858,1000,3940.643767
2268.391216,1000,3942.989257
2160.338951,1000,3947.946797
1931.381057,1000,3950.260286
1754.741171,1000,3955.168365
1260.958364,1000,3957.393744
1917.058991,1000,3962.361161
1144.850114,1000,3964.518411
2081.271895,1000,3969.385994
2474.004996,1000,3971.782094
2292.036935,1000,3976.770558
2198.687014,1000,3979.205796
1799.617754,1000,3984.310114
1562.764621,1000,3986.763456
2073.376374,1000,3991.880442
2062.701197,1000,3994.170988
1896.318247,1000,3999.214219
1635.567077,1000,4001.516515
1771.655024,1000,4006.63513
1946.702169,1000,4009.051051
2103.076629,1000,4014.110595
2314.039863,1000,4016.591952
2247.602079,1000,4021.655277
2595.188897,1000,4024.103688
1471.171584,1000,4029.090603
2094.396148,1000,4031.392216
1749.005146,1000,4036.3295
1118.613886,1000,4038.523775
1615.418067,1000,4043.609409
1735.293822,1000,4045.839024
1362.913136,1000,4050.934818
1146.645725,1000,4053.254467
1339.462795,1000,4058.197318
2331.443736,1000,4060.456006
2102.632015,1000,4065.382037
2034.944755,1000,4067.739507
1687.433777,1000,4072.790939
1903.99376,1000,4075.049424
1355.555684,1000,4080.026317
1690.552413,1000,4082.481366
2241.136068,1000,4087.383913
2581.466233,1000,4089.732234
2052.05122,1000,4094.708267
1911.285898,1000,4096.890196
2322.098111,1000,4101.941559
1114.93781,1000,4104.191697
2213.886776,1000,4109.269157
2330.330157,1000,4111.550309
2400.627439,1000,4116.6716
1179.875783,1000,4119.112699
1546.103732,1000,4124.213166
2242.744904,1000,4126.63055
1468.964471,1000,4131.806194
1518.241322,1000,4134.136635
2200.036069,1000,4139.24213
1706.494945,1000,4141.40172
1618.060274,1000,4146.587195
1380.753368,1000,4148.812735
1523.248781,1000,4153.782991
1376.848035,1000,4156.110579
2124.35596,1000,4161.293624
2195.198437,1000,4163.430099
2034.920943,1000,4168.375266
1386.565435,1000,4170.633234
2011.86849,1000,4175.832071
1922.094438,1000,4178.275687
1650.398079,1000,4183.350035
1637.177866,1000,4185.774246
1966.207066,1000,4190.815539
2192.782359,1000,4192.993593
2612.307226,1000,4198.017504
2130.762364,1000,4200.258555
1967.600971,1000,4205.311972
2192.460176,1000,4207.669484
2191.416521,1000,4212.639022
2951.678482,1000,4214.974633
2068.705495,1000,4220.107219
1401.185493,1000,4222.322883
1628.448044,1000,4227.421448
2759.260736,1000,4229.874407
1571.474224,1000,4235.05186
1457.454977,1000,4237.29634
1750.744099,1000,4242.503251
2009.088711,1000,4244.82974
2493.790677,1000,4249.942511
1245.111228,1000,4252.205824
822.097892,1000,4257.16486
2345.259568,1000,4259.374051
2026.295031,1000,4264.426956
1499.026902,1000,4266.703307
1797.180861,1000,4271.767512
1063.917064,1000,4273.988375
1815.559301,1000,4279.036058
2208.402421,1000,4281.403203
1313.337725,1000,4286.451314
2431.077467,1000,4288.828575
2004.395896,1000,4293.877515
969.968305,1000,4296.214609
1282.106187,1000,4301.446648
1958.197985,1000,4303.780209
2619.158209,1000,4309.090133
1732.033757,1000,4311.404706
1705.922136,1000,4316.487633
2987.440224,1000,4318.984544
2102.965206,1000,4324.162279
711.361153,1000,4326.52412
1481.012469,1000,4331.726515
1135.193129,1000,4334.070512
2260.24899,1000,4339.248197
1501.465355,1000,4341.557806
1783.95618,1000,4346.672809
2489.249812,1000,4348.815274
1572.865376,1000,4353.835877
1893.786295,1000,4356.101411
1289.072369,1000,4361.310647
2223.617026,1000,4363.652026
2178.7016,1000,4368.846127
1510.209912,1000,4371.004685
2667.335753,1000,4376.030841
2477.707701,1000,4378.285314
2301.634192,1000,4383.63642
1780.103969,1000,4385.874716
2243.716406,1000,4390.995905
2347.840428,1000,4393.285771
1861.421453,1000,4398.609576
2274.984178,1000,4401.088613
1332.394826,1000,4406.373225
1353.077256,1000,4408.639066
1617.300029,1000,4413.763256
1517.024939,1000,4416.032183
2052.602986,1000,4421.262213
1879.727959,1000,4423.392331
1690.363,1000,4428.446651
1300.241784,1000,4430.602205
1960.987641,1000,4435.745688
2133.816296,1000,4438.061548
1445.433874,1000,4443.134859
2340.257495,1000,4445.328287
1287.756452,1000,4450.464475
1057.588842,1000,4452.670627
1142.615599,1000,4457.917066
2239.287425,1000,4460.117138
1597.35107,1000,4465.328021
1735.387124,1000,4467.542584
755.435565,1000,4472.714066
2707.677289,1000,4475.17866
1743.874932,1000,4480.430594
2080.894101,1000,4482.688205
2259.731791,1000,4488.030412
1926.739167,1000,4490.340532
2529.431451,1000,4495.511423
1470.353459,1000,4497.783178
2096.561168,1000,4502.885665
1682.375526,1000,4505.080584
2526.215514,1000,4510.206886
2445.433749,1000,4512.683451
1820.401473,1000,4517.800617
1609.923859,1000,4519.952488
1781.324696,1000,4525.15267
2461.856353,1000,4527.300301
2426.171501,1000,4532.643682
2519.563002,1000,4534.893188
2130.363936,1000,4540.171513
1549.685741,1000,4542.571201
2007.735239,1000,4547.84357
1627.687054,1000,4550.178354
1102.985621,1000,4555.545151
1244.739852,1000,4557.76394
2144.760508,1000,4563.00118
1649.292754,1000,4565.490274
1579.51392,1000,4570.736484
1616.15993,1000,4572.918093
1362.433293,1000,4578.331796
2567.478095,1000,4580.620835
1343.894086,1000,4585.939383
1982.563389,1000,4588.134053
2260.57107,1000,4593.512311
1361.393387,1000,4595.893585
1295.521878,1000,4601.216981
1246.560298,1000,4603.485435
1715.827987,1000,4608.702659
1561.824861,1000,4611.148505
1834.326614,1000,4616.588701
2149.683488,1000,4618.985345
2027.509693,1000,4624.400844
1873.714046,1000,4626.842627
1488.525115,1000,4631.994236
2086.436568,1000,4634.346689
2118.996097,1000,4639.635988
2045.61588,1000,4642.070288
2095.591729,1000,4647.422489
2006.947662,1000,4649.768668
1604.253353,1000,4655.253721
1686.642586,1000,4657.767069
1687.619957,1000,4663.087638
1621.683659,1000,4665.217596
2163.863781,1000,4670.672182
2144.303951,1000,4673.003054
2488.627975,1000,4678.315212
1473.75595,1000,4680.74854
2321.490034,1000,4686.261696
2198.617532,1000,4688.769205
2019.796534,1000,4694.183508
1391.214471,1000,4696.683306
2016.217877,1000,4702.166165
1777.762545,1000,4704.487759
2651.411497,1000,4709.744202
1661.376893,1000,4712.015433
1843.917086,1000,4717.268235
2230.600405,1000,4719.503455
1337.84937,1000,4724.844372
998.566358,1000,4727.361832
1299.955637,1000,4732.719272
875.662347,1000,4735.041058
2406.681773,1000,4740.33724
2313.965974,1000,4742.512327
1359.828134,1000,4747.810957
1583.845287,1000,4750.227895
2295.560713,1000,4755.533227
2199.866453,1000,4757.778884
1423.380933,1000,4762.989527
1736.97481,1000,4765.194043
1261.790109,1000,4770.710586
2427.21199,1000,4772.970229
2957.038872,1000,4778.402547
2157.753707,1000,4780.887508
2038.379671,1000,4786.436645
1593.297,1000,4788.813715
1352.575981,1000,4794.357508
1866.849744,1000,4796.621231
1894.391091,1000,4801.891549
1998.043846,1000,4804.087755
1555.893261,1000,4809.515577
1372.71101,1000,4812.010759
1870.274703,1000,4817.48953
1969.035479,1000,4819.756562
1511.812448,1000,4825.2077
901.434612,1000,4827.457579
2640.258255,1000,4832.892942
1573.995364,1000,4835.321552
1947.541072,1000,4840.699306
1913.006077,1000,4842.995337
2095.749596,1000,4848.40524
1982.218844,1000,4850.880559
1851.350493,1000,4856.272036
1772.68667,1000,4858.464548
2397.639312,1000,4863.895851
2456.088619,1000,4866.042856
1513.727867,1000,4871.468472
901.116602,1000,4873.889363
2144.282097,1000,4879.188996
1406.623485,1000,4881.40921
1432.171555,1000,4886.822953
2381.769512,1000,4889.115735
1962.675791,1000,4894.43699
1979.403095,1000,4896.565462
1298.438306,1000,4901.968525
1090.861859,1000,4904.200684
2019.348684,1000,4909.662415
1481.973022,1000,4911.873991
1750.022456,1000,4917.291524
1977.466127,1000,4919.658059
2496.373534,1000,4925.049588
1030.239448,1000,4927.425622
1768.049854,1000,4932.797035
2296.744967,1000,4935.062657
1295.324401,1000,4940.584431
1394.949775,1000,4942.880542
1635.129197,1000,4948.468168
1934.059176,1000,4950.807706
1660.290202,1000,4956.307082
2364.288849,1000,4958.637952
949.472137,1000,4964.215299
1512.341875,1000,4966.443342
1926.573721,1000,4971.985076
1810.119679,1000,4974.377469
1832.626352,1000,4979.693747
2091.974514,1000,4981.969208
1249.416922,1000,4987.52539
1510.864969,1000,4989.795451
1587.749913,1000,4995.202349
1420.788599,1000,4997.437936
2536.507687,1000,5002.900165
1199.448864,1000,5005.294764
