# {"t_start": 1558624500.1182334, "env_id": "HalfCheetah-v3"} 
r,l,t
800.283585,1000,728.732306
-9723.078095,1000,731.724235
-2297.059487,1000,734.077772
-1014.047871,1000,737.083755
-4941.208725,1000,739.592524
715.912702,1000,742.597227
-403.055891,1000,744.960203
-10917.934977,1000,747.990194
-10457.736299,1000,750.312649
-2941.791857,1000,753.138928
-1377.849882,1000,755.561134
540.727482,1000,758.534297
-1588.918168,1000,760.823628
-506.86248,1000,763.634547
-2718.387751,1000,765.924208
-1139.972822,1000,769.02635
-1232.352488,1000,771.322484
900.461267,1000,774.315505
-7986.395518,1000,776.607719
-11955.554764,1000,779.496924
-4232.600501,1000,781.639353
178.107122,1000,784.677552
-12505.463231,1000,787.103938
-1638.622814,1000,789.966692
-1297.539636,1000,792.188501
-205.425346,1000,795.190979
-5359.63491,1000,797.347961
381.290323,1000,800.302762
-6636.037051,1000,802.656907
-5328.444322,1000,805.688955
-7560.505368,1000,807.811166
-1319.620003,1000,810.939267
-267.745962,1000,813.333634
254.257839,1000,816.358062
-5207.827115,1000,818.659494
-8162.284236,1000,821.500703
-399.784546,1000,823.771943
-8071.776228,1000,826.777183
-6493.193115,1000,829.131057
-644.702707,1000,832.115964
578.372015,1000,834.304743
-1140.994804,1000,837.461518
471.610327,1000,839.935288
2523.169498,1000,843.005561
608.03891,1000,845.172681
-9524.812943,1000,848.304154
-229.433796,1000,850.577968
-2168.137733,1000,853.714172
-395.107736,1000,856.141191
1842.653516,1000,859.265358
-2256.393249,1000,861.532106
1087.600592,1000,864.531025
-2899.866693,1000,866.731242
-1476.585728,1000,869.682305
-5432.115896,1000,872.009912
-5539.406236,1000,875.044695
-253.759546,1000,877.447595
174.645408,1000,880.47331
-1562.342054,1000,882.736459
-6933.398004,1000,885.652164
1161.424043,1000,887.980145
540.073851,1000,891.181187
99.804979,1000,893.53505
-3413.006048,1000,896.587205
-6592.735531,1000,898.987933
721.305466,1000,901.972849
740.551679,1000,904.309651
480.181104,1000,907.409086
-733.069552,1000,909.55987
-1688.747744,1000,912.617844
-5667.886459,1000,915.012621
245.800084,1000,917.921723
-2134.682582,1000,920.346092
-2247.47006,1000,923.476657
-3581.996074,1000,925.757057
1728.739354,1000,928.906638
952.05505,1000,931.207125
-109.082616,1000,934.396707
-931.081101,1000,936.663242
1188.082071,1000,939.713777
1239.896672,1000,941.989239
1131.991841,1000,945.049709
-2305.920798,1000,947.382199
1323.603103,1000,950.669638
1744.290352,1000,953.090605
-7469.961888,1000,956.292643
203.168528,1000,958.562691
-1513.473769,1000,961.639976
-7271.048387,1000,963.955796
1177.96166,1000,967.203303
-509.523454,1000,969.716265
-20.572746,1000,972.867726
207.042275,1000,975.195797
-471.489564,1000,978.188109
253.156102,1000,980.384422
-1922.739261,1000,983.639021
1323.579426,1000,985.96415
960.743104,1000,989.091206
-1075.725823,1000,991.457669
-3038.639808,1000,994.525533
937.739721,1000,996.797884
405.772387,1000,999.971531
-300.050905,1000,1002.133368
-3147.471307,1000,1005.223466
785.16154,1000,1007.470594
183.042917,1000,1010.68559
-842.582521,1000,1012.961341
1281.842321,1000,1016.264007
1027.656397,1000,1018.773323
925.421462,1000,1021.795154
955.778696,1000,1024.079267
-1883.326837,1000,1027.327469
-2234.290796,1000,1029.517404
-74.416099,1000,1032.82564
-486.860244,1000,1035.167369
1558.791584,1000,1038.217633
-950.327948,1000,1040.485663
-2026.953877,1000,1043.702435
748.747602,1000,1046.075286
-533.964099,1000,1049.079317
950.834082,1000,1051.451574
324.005072,1000,1054.606513
-1162.203684,1000,1056.842565
101.721512,1000,1060.10468
146.470054,1000,1062.289934
121.207135,1000,1065.462257
-2055.622124,1000,1067.588225
620.289422,1000,1070.687547
-3605.791703,1000,1073.013693
-3754.787027,1000,1076.348359
1969.405354,1000,1078.724657
-2060.785636,1000,1081.833293
-2137.304937,1000,1084.070793
1176.161052,1000,1087.332305
-9781.536355,1000,1089.450786
122.267456,1000,1092.62263
-346.213112,1000,1094.982118
-585.436361,1000,1098.242852
-7939.279917,1000,1100.383809
944.232852,1000,1103.667961
-1234.394564,1000,1105.994341
2012.169439,1000,1109.30944
2373.583879,1000,1111.598486
-1246.894205,1000,1114.830162
1075.159687,1000,1116.993354
121.527271,1000,1120.101274
138.992908,1000,1122.403268
-179.142465,1000,1125.697997
-1866.015608,1000,1128.020811
1732.256767,1000,1131.351135
1773.564725,1000,1133.612604
-1475.963441,1000,1136.657155
-3740.487112,1000,1138.775578
716.507853,1000,1142.107853
304.298555,1000,1144.311377
-759.995179,1000,1147.63651
785.640889,1000,1149.94141
726.094841,1000,1153.131844
-36.734216,1000,1155.272146
146.104265,1000,1158.607194
470.380136,1000,1160.865522
246.824229,1000,1164.038269
-220.06149,1000,1166.49207
-8550.541635,1000,1169.876246
-238.975543,1000,1172.14144
6.706228,1000,1175.389568
572.518461,1000,1177.720491
-6922.101279,1000,1180.976082
-679.620561,1000,1183.113191
834.193368,1000,1186.315768
1049.000811,1000,1188.781254
-64.127716,1000,1192.123619
-3435.523222,1000,1194.315478
919.818035,1000,1197.654845
1100.31574,1000,1199.930139
840.680602,1000,1203.229328
608.999052,1000,1205.639373
-920.546456,1000,1209.114311
1399.947047,1000,1211.55522
519.805915,1000,1214.901096
1122.555845,1000,1217.285301
-183.062845,1000,1220.541946
1611.8816,1000,1222.940297
1550.353094,1000,1226.259141
1545.898596,1000,1228.503083
-1231.271335,1000,1231.925639
-669.123343,1000,1234.276198
1757.716934,1000,1237.542387
1162.545757,1000,1239.874094
676.54678,1000,1243.077499
-4080.666038,1000,1245.406573
1239.744042,1000,1248.694032
1192.005441,1000,1250.938129
-2165.680647,1000,1254.245907
1787.767253,1000,1256.585884
1248.160952,1000,1259.733986
1598.665862,1000,1261.97372
846.207828,1000,1265.359959
813.373356,1000,1267.845708
1019.609983,1000,1271.288159
1379.895002,1000,1273.733103
1078.89064,1000,1276.93175
-505.709664,1000,1279.215505
975.229863,1000,1282.573572
1224.398349,1000,1285.064584
1350.704227,1000,1288.352177
1541.921978,1000,1290.801118
435.222629,1000,1293.962838
1256.966066,1000,1296.431561
574.374996,1000,1299.816043
1102.729193,1000,1302.157112
65.233677,1000,1305.61546
997.880979,1000,1308.101185
630.128672,1000,1311.496169
915.967377,1000,1313.846379
1318.565773,1000,1317.185285
1488.804413,1000,1319.668573
1537.351425,1000,1323.178105
1617.867449,1000,1325.38718
1546.859481,1000,1328.674623
568.412243,1000,1331.01364
1347.010181,1000,1334.492798
99.43796,1000,1337.008076
993.742507,1000,1340.46847
-277.28619,1000,1342.827128
1058.3127,1000,1346.1283
845.769927,1000,1348.361199
1616.680706,1000,1351.639013
269.527589,1000,1354.007432
-474.908962,1000,1357.333902
-550.451658,1000,1359.593867
570.728024,1000,1362.973378
684.203793,1000,1365.217311
531.690542,1000,1368.539939
740.608494,1000,1370.861521
862.939771,1000,1374.324425
1349.921154,1000,1376.827452
952.349091,1000,1380.230792
-1089.319929,1000,1382.518454
1058.637545,1000,1385.948334
691.104766,1000,1388.375075
1526.903792,1000,1391.897289
648.534269,1000,1394.207167
1672.94359,1000,1397.513736
409.33993,1000,1399.780899
1205.848356,1000,1403.183766
1106.946135,1000,1405.456236
-329.789956,1000,1408.929161
1128.578804,1000,1411.272302
-2066.329569,1000,1414.745028
1526.008763,1000,1417.130119
-1148.372535,1000,1420.630645
620.610217,1000,1422.947443
1701.840668,1000,1426.291448
2181.800592,1000,1428.457949
231.360564,1000,1431.931589
1322.278367,1000,1434.305005
-3721.72385,1000,1437.749764
1966.819375,1000,1440.054446
2174.830283,1000,1443.465161
810.190361,1000,1445.709482
971.865987,1000,1449.063686
1137.947489,1000,1451.29947
2090.812712,1000,1454.781942
475.336653,1000,1457.186009
1088.982277,1000,1460.769652
569.98263,1000,1463.290588
1185.933146,1000,1466.683653
1074.114428,1000,1468.911955
1873.923401,1000,1472.256714
25.845572,1000,1474.694579
1940.926307,1000,1477.990721
2199.433574,1000,1480.262121
1317.071872,1000,1483.721057
1677.308631,1000,1486.153796
973.476778,1000,1489.674448
-229.717163,1000,1491.865349
1347.709117,1000,1495.470701
1171.55397,1000,1497.81353
899.032322,1000,1501.187825
1046.296813,1000,1503.380662
984.000394,1000,1507.007079
1293.295274,1000,1509.465708
1401.675566,1000,1513.036707
2002.545354,1000,1515.396189
1144.703961,1000,1519.01415
1164.760422,1000,1521.364366
768.303215,1000,1524.829675
1526.807157,1000,1527.101208
953.705194,1000,1530.71885
1790.024341,1000,1533.153427
-1568.049498,1000,1536.573351
1869.877429,1000,1538.918373
1950.672755,1000,1542.468984
516.934645,1000,1544.78414
1822.868981,1000,1548.433695
1773.061084,1000,1550.56418
1294.442354,1000,1554.174726
-2.835858,1000,1556.454191
1642.944529,1000,1559.928351
1245.804605,1000,1562.277339
1559.630658,1000,1565.88045
1533.573783,1000,1568.234437
1953.479702,1000,1571.728658
1267.456279,1000,1573.988193
2241.305299,1000,1577.559717
1617.091579,1000,1580.037525
1176.061632,1000,1583.763555
-313.749091,1000,1586.218082
2618.621703,1000,1589.773169
2042.054052,1000,1592.012954
391.784842,1000,1595.640645
1466.662442,1000,1598.146576
1715.540805,1000,1601.76271
777.407283,1000,1604.255309
906.902661,1000,1607.752423
-314.091968,1000,1609.956388
1402.127749,1000,1613.700442
420.143354,1000,1616.062361
791.559114,1000,1619.625192
1475.106273,1000,1622.0785
888.249683,1000,1625.705509
2009.048939,1000,1627.990231
1114.954303,1000,1631.614678
576.327679,1000,1634.058386
1360.706254,1000,1637.639233
877.647197,1000,1639.913276
1736.576868,1000,1643.389523
908.602333,1000,1645.685026
2189.779976,1000,1649.190001
885.04985,1000,1651.308444
1486.919879,1000,1654.913248
1811.984093,1000,1657.295478
1398.428843,1000,1660.85466
1318.361478,1000,1663.140101
1342.840443,1000,1666.859219
2363.318228,1000,1669.333221
1328.14709,1000,1672.944143
1990.776606,1000,1675.243764
1783.337346,1000,1678.909939
1289.243426,1000,1681.1777
1652.535447,1000,1684.78837
1153.312225,1000,1686.905126
397.852295,1000,1690.576234
1912.391892,1000,1693.006295
1612.698802,1000,1696.559873
716.721097,1000,1698.953023
-283.954407,1000,1702.519915
1704.173243,1000,1704.860746
1524.420166,1000,1708.470203
1751.028256,1000,1710.743304
1447.906739,1000,1714.473646
992.84451,1000,1716.82401
458.284871,1000,1720.515809
1585.79981,1000,1722.847009
1586.010395,1000,1726.470632
2623.300884,1000,1728.869725
1454.967889,1000,1732.384366
1697.059012,1000,1734.524472
2187.426864,1000,1738.231331
1166.938413,1000,1740.670538
1412.207958,1000,1744.419002
1593.703368,1000,1746.687531
1921.530975,1000,1750.388952
158.741573,1000,1752.861168
-492.43926,1000,1756.713448
1125.45351,1000,1759.213643
1177.222362,1000,1763.021571
737.135927,1000,1765.470608
915.009458,1000,1768.998391
1452.937428,1000,1771.137013
1552.676887,1000,1774.797048
1298.972113,1000,1777.182721
1146.239966,1000,1780.93589
1702.477583,1000,1783.330755
1601.111054,1000,1786.995614
1041.574908,1000,1789.345596
631.332625,1000,1793.104201
1365.47706,1000,1795.460206
1286.816507,1000,1799.167671
2310.342765,1000,1801.427233
664.668301,1000,1804.994366
1531.269764,1000,1807.221224
1283.948237,1000,1810.867317
2349.183212,1000,1813.295072
1542.288772,1000,1817.054178
2111.922653,1000,1819.524476
2287.138034,1000,1823.34747
1967.749927,1000,1825.741103
1718.197982,1000,1829.501712
1554.77495,1000,1831.798797
1614.054088,1000,1835.581056
1432.452856,1000,1837.852096
1552.277077,1000,1841.55889
1607.462822,1000,1844.034667
1780.861346,1000,1847.807727
1649.201493,1000,1850.060304
1657.682802,1000,1853.828692
1253.445053,1000,1856.02389
1756.020797,1000,1859.666245
2658.707351,1000,1862.047616
2067.630185,1000,1865.805731
1556.40995,1000,1868.09719
1950.328181,1000,1871.881401
1102.198169,1000,1874.214907
2048.761285,1000,1877.958385
2793.347022,1000,1880.394431
1316.500733,1000,1884.056242
1438.793898,1000,1886.308115
1008.761024,1000,1890.006606
1516.08308,1000,1892.400429
2059.206808,1000,1896.022244
1615.685222,1000,1898.377587
993.681757,1000,1902.276445
1792.717866,1000,1904.507987
2574.794956,1000,1908.304964
1589.163213,1000,1910.713307
1181.274552,1000,1914.6487
1780.28695,1000,1916.93158
1418.6413,1000,1920.793463
1440.332253,1000,1922.976625
1457.478918,1000,1926.858535
2171.847449,1000,1929.32309
1994.622052,1000,1933.017613
1668.643203,1000,1935.501138
1912.152249,1000,1939.281546
1539.211876,1000,1941.641596
1484.806847,1000,1945.548142
2308.372811,1000,1948.02055
1754.6465,1000,1951.744777
1873.925343,1000,1954.076026
806.786854,1000,1957.98293
1564.685444,1000,1960.313518
1376.336583,1000,1964.073792
1954.897029,1000,1966.232851
1895.400566,1000,1969.979791
2641.589461,1000,1972.227544
1051.659198,1000,1975.948101
1955.632392,1000,1978.164259
2224.957826,1000,1981.938836
1737.518383,1000,1984.457362
1722.319823,1000,1988.093536
2134.402828,1000,1990.48986
728.654528,1000,1994.198838
1622.107919,1000,1996.655164
2255.549367,1000,2000.46725
2174.004584,1000,2002.890125
1600.313966,1000,2006.766141
1190.276562,1000,2009.131427
1762.869153,1000,2013.052807
2375.039055,1000,2015.370692
1995.404123,1000,2019.337483
1359.433011,1000,2021.808159
921.124274,1000,2025.531695
1196.657777,1000,2027.820969
1909.223749,1000,2031.74765
1419.411337,1000,2034.122443
3054.708009,1000,2037.860913
1969.810807,1000,2040.199573
2327.24943,1000,2044.011581
314.199035,1000,2046.488269
1696.392906,1000,2050.422129
1323.56796,1000,2052.804795
1422.089944,1000,2056.669596
1446.215093,1000,2059.027736
1293.874673,1000,2062.831146
1004.186271,1000,2065.148181
1508.71337,1000,2069.141098
2162.943678,1000,2071.442558
2058.11865,1000,2075.439613
2360.997517,1000,2077.673193
866.355473,1000,2081.607909
1610.050872,1000,2083.818167
1309.372757,1000,2087.627811
2364.535702,1000,2090.044788
1576.215832,1000,2094.05717
2160.238936,1000,2096.457455
1826.518003,1000,2100.296724
2238.526453,1000,2102.620361
1143.83668,1000,2106.591948
2054.942171,1000,2108.980304
779.049135,1000,2112.785931
1175.585756,1000,2115.090399
1075.60521,1000,2118.912951
1628.88594,1000,2121.407616
2001.304132,1000,2125.414532
1270.711229,1000,2127.919053
1137.210453,1000,2131.828527
880.617315,1000,2134.100234
1631.71027,1000,2137.907471
2406.815097,1000,2140.085555
1404.844872,1000,2144.048674
1634.731212,1000,2146.353411
1128.77962,1000,2150.30339
1601.320204,1000,2152.755133
1129.857229,1000,2156.694968
1476.205914,1000,2159.142761
1472.152689,1000,2163.013451
2049.181518,1000,2165.298499
2628.845721,1000,2169.190299
2032.860231,1000,2171.47558
1413.740402,1000,2175.240196
824.381862,1000,2177.455771
1839.731496,1000,2181.327157
2166.751809,1000,2183.731598
87.90009,1000,2187.701226
2191.083084,1000,2190.029723
2299.587964,1000,2193.953259
1329.359429,1000,2196.132176
2108.426539,1000,2199.981233
1567.387852,1000,2202.372185
1370.287401,1000,2206.209546
1976.199332,1000,2208.696449
2407.611482,1000,2212.689398
1668.669178,1000,2214.975603
1511.772088,1000,2218.791652
1730.706373,1000,2221.106557
1934.070553,1000,2224.970327
1859.793748,1000,2227.17783
1439.24488,1000,2231.047174
2221.177321,1000,2233.452531
2262.063814,1000,2237.409294
1586.149896,1000,2239.913991
1945.721086,1000,2243.841822
1754.072229,1000,2246.270158
2125.409236,1000,2250.229897
1748.699428,1000,2252.529915
1902.189146,1000,2256.404308
1283.873682,1000,2258.672823
1135.282736,1000,2262.708853
2299.859411,1000,2265.075042
1888.231717,1000,2268.943984
1632.757321,1000,2271.067575
1860.033814,1000,2275.058651
1854.310534,1000,2277.544002
2389.198433,1000,2281.479918
2522.093903,1000,2283.783442
2041.560196,1000,2287.767235
1636.655394,1000,2290.20542
1697.830605,1000,2294.293548
1283.59122,1000,2296.523427
1545.375878,1000,2300.665709
1393.536699,1000,2302.903435
2402.885437,1000,2306.834499
2021.238311,1000,2308.961645
1580.595296,1000,2312.878755
1553.91533,1000,2315.057959
1603.735882,1000,2319.115559
285.484791,1000,2321.476941
1326.547542,1000,2325.467467
2003.500783,1000,2327.785952
1868.291692,1000,2331.750973
765.062371,1000,2333.905589
767.833778,1000,2337.979747
2081.363991,1000,2340.317365
2309.766281,1000,2344.338897
1151.577296,1000,2346.818197
803.0177,1000,2350.99773
1485.158624,1000,2353.395188
1538.856559,1000,2357.323634
1329.551342,1000,2359.537175
1013.422878,1000,2363.48199
1793.59678,1000,2365.712483
2043.095713,1000,2369.67984
1229.969386,1000,2372.043209
1789.666928,1000,2376.035727
1277.177007,1000,2378.465484
1845.322792,1000,2382.371299
806.82523,1000,2384.775388
2006.648298,1000,2388.796159
2099.928497,1000,2391.160202
1376.715527,1000,2395.357556
2364.215949,1000,2397.619661
1351.685587,1000,2401.656607
1641.979831,1000,2403.940558
2414.072932,1000,2408.179021
2305.852579,1000,2410.65992
2032.928971,1000,2414.620512
1318.821779,1000,2416.849019
1193.859519,1000,2421.055359
1186.342428,1000,2423.326789
1978.15825,1000,2427.438943
1308.102607,1000,2429.797287
1820.301464,1000,2433.862761
1911.084618,1000,2436.179567
1955.574816,1000,2440.241128
1016.297793,1000,2442.629698
2544.349853,1000,2446.770409
2281.657113,1000,2449.00358
1862.329279,1000,2453.101572
2228.48243,1000,2455.562907
2065.248631,1000,2459.654341
2302.691548,1000,2462.1373
1026.41338,1000,2466.356466
921.52343,1000,2468.679336
1651.461691,1000,2472.851089
1810.623246,1000,2475.047079
1880.912204,1000,2479.00517
1063.799184,1000,2481.213537
1084.803282,1000,2485.431769
1589.823464,1000,2487.9072
792.715677,1000,2492.098466
2100.123388,1000,2494.533139
2002.578154,1000,2498.679247
2000.198059,1000,2501.108241
1322.450629,1000,2505.374521
1577.685124,1000,2507.787199
2029.923523,1000,2511.934214
1640.906813,1000,2514.309541
1049.755137,1000,2518.350529
1003.451707,1000,2520.699299
2522.174836,1000,2524.952719
1968.039972,1000,2527.42561
1725.937556,1000,2531.536974
1692.922054,1000,2533.764696
1928.180034,1000,2537.977787
1928.365171,1000,2540.384513
1588.215975,1000,2544.556315
2479.437783,1000,2547.025351
1627.969003,1000,2551.063535
948.031877,1000,2553.4811
1968.781322,1000,2557.720008
1413.592322,1000,2559.859774
1397.674745,1000,2564.031021
1623.727805,1000,2566.439274
2560.285844,1000,2570.593465
1837.309525,1000,2572.81947
1308.460161,1000,2577.11323
978.560272,1000,2579.556791
1721.528602,1000,2583.73856
2520.498511,1000,2586.047878
2268.966302,1000,2590.194929
2123.769634,1000,2592.595581
2118.651326,1000,2596.685203
1076.914003,1000,2599.001805
2233.059467,1000,2603.223406
1557.449381,1000,2605.364596
855.379458,1000,2609.700184
2495.831145,1000,2612.167455
1876.40914,1000,2616.367131
1987.086132,1000,2618.690487
902.552523,1000,2623.028579
729.280799,1000,2625.397002
1848.713548,1000,2629.554638
1899.282627,1000,2631.961395
1684.156083,1000,2636.23369
2371.558058,1000,2638.724312
1804.540468,1000,2642.925525
2135.677565,1000,2645.09047
2432.812455,1000,2649.339756
1798.868028,1000,2651.662065
2126.54336,1000,2655.717456
2312.24659,1000,2657.956334
1456.216693,1000,2662.074856
2505.731254,1000,2664.439359
2540.896646,1000,2668.620551
1725.029881,1000,2670.892586
2117.488213,1000,2675.083544
1248.823738,1000,2677.338967
1498.402492,1000,2681.379635
1744.143071,1000,2683.572245
1992.952936,1000,2687.769812
1720.622669,1000,2690.105662
1071.734697,1000,2694.445911
1409.473921,1000,2696.58805
1643.861457,1000,2700.833726
358.499272,1000,2703.265
1679.073137,1000,2707.437874
1706.346866,1000,2709.699857
2885.495338,1000,2714.020688
1466.724082,1000,2716.32532
2267.252237,1000,2720.609138
1750.318635,1000,2722.862521
1397.218498,1000,2727.265003
2096.92449,1000,2729.745185
1850.52365,1000,2734.001685
2339.23942,1000,2736.495382
1488.065483,1000,2740.761577
864.623555,1000,2743.095499
1458.377094,1000,2747.286295
1337.184875,1000,2749.566204
2201.747889,1000,2754.01522
1195.025923,1000,2756.317616
865.149461,1000,2760.540432
2063.187379,1000,2762.909466
1791.730197,1000,2767.089649
1868.233111,1000,2769.571971
1640.542201,1000,2773.685683
1873.351255,1000,2776.097528
1407.925327,1000,2780.461175
1643.890225,1000,2782.78018
2357.205283,1000,2787.04509
1656.599103,1000,2789.27977
2117.670864,1000,2793.667772
2488.477433,1000,2795.92189
1987.565773,1000,2800.308239
2110.9375,1000,2802.677483
1964.328447,1000,2807.008332
2295.388697,1000,2809.385349
1406.491453,1000,2813.72783
2021.148279,1000,2816.200194
1841.695846,1000,2820.581541
2634.686203,1000,2822.780091
1072.162874,1000,2826.934879
1204.438456,1000,2829.185782
1758.107717,1000,2833.536538
1323.149965,1000,2835.952587
1900.859291,1000,2840.229149
1580.019198,1000,2842.377631
1649.109144,1000,2846.626625
2186.926288,1000,2848.949318
952.649016,1000,2853.147086
1565.533707,1000,2855.544327
1318.847671,1000,2859.876375
1528.814067,1000,2862.165813
915.831434,1000,2866.533264
1198.648717,1000,2869.027532
1459.335632,1000,2873.28558
2161.029697,1000,2875.615141
2566.460401,1000,2879.900589
1818.747337,1000,2882.19359
1928.794488,1000,2886.506517
2201.755441,1000,2888.666562
2410.307954,1000,2893.064369
1559.610376,1000,2895.707559
2155.420283,1000,2900.068621
1458.337364,1000,2902.400537
2049.893498,1000,2906.866174
2090.392442,1000,2909.079487
1224.801031,1000,2913.362139
2187.313528,1000,2915.776525
1768.978255,1000,2920.129085
2222.060805,1000,2922.585205
1600.228412,1000,2926.882628
2303.352464,1000,2929.2664
1065.367246,1000,2933.715368
2278.091403,1000,2936.212559
924.708133,1000,2940.634116
2094.852628,1000,2943.095518
1205.080417,1000,2947.321152
1584.912442,1000,2949.718358
1181.785708,1000,2954.150353
2516.897635,1000,2956.410378
2768.009762,1000,2960.686677
1555.86981,1000,2963.050216
1804.802028,1000,2967.300028
1704.220628,1000,2969.673112
1146.59834,1000,2974.150068
1814.830837,1000,2976.306183
2263.762415,1000,2980.795465
2033.79403,1000,2983.042189
1345.227354,1000,2987.36272
1618.337391,1000,2989.660091
1485.389625,1000,2994.058677
2338.84037,1000,2996.394866
2332.817316,1000,3000.745802
2158.937225,1000,3002.944685
1643.198167,1000,3007.3526
1899.093752,1000,3009.772596
2011.372888,1000,3014.305818
1687.590127,1000,3016.578023
1775.050641,1000,3021.001228
1180.755324,1000,3023.272735
1265.255004,1000,3027.697513
1316.951657,1000,3030.190121
1276.377394,1000,3034.696388
2302.961004,1000,3036.858508
1595.934416,1000,3041.162024
1685.914481,1000,3043.341136
1916.88585,1000,3047.891511
2098.093703,1000,3050.361114
2296.350869,1000,3054.772393
1783.743584,1000,3057.128031
2589.25682,1000,3061.682662
1526.403966,1000,3063.94352
1467.766613,1000,3068.441868
1636.554275,1000,3070.629472
1800.379904,1000,3074.97443
1839.238708,1000,3077.460255
2412.368873,1000,3082.075063
1335.682946,1000,3084.449545
2118.959101,1000,3088.729482
1986.936371,1000,3090.853645
2069.47015,1000,3095.394596
1558.503518,1000,3097.703225
2224.604953,1000,3101.993906
2047.117276,1000,3104.388625
2508.291985,1000,3108.93184
1290.269221,1000,3111.215868
804.664847,1000,3115.720769
2161.864521,1000,3117.992166
1651.838998,1000,3122.579204
2281.933955,1000,3125.091936
1939.625209,1000,3129.736175
1631.323697,1000,3132.095502
2462.497137,1000,3136.704234
2255.087711,1000,3139.200286
2694.815391,1000,3143.67016
1912.8574,1000,3146.07653
1839.480264,1000,3150.499672
1747.144956,1000,3152.674119
1075.714629,1000,3156.979299
2309.896233,1000,3159.266213
2154.524095,1000,3163.807971
2330.818003,1000,3166.193979
2349.747003,1000,3170.793481
1549.30347,1000,3173.081492
2033.278331,1000,3177.446363
1820.891347,1000,3179.616546
1482.407552,1000,3183.965048
2145.298139,1000,3186.178813
2137.31743,1000,3190.623886
2229.215973,1000,3193.003595
2922.623159,1000,3197.490067
2270.089654,1000,3199.772415
2207.898402,1000,3204.109412
2382.474469,1000,3206.535022
1709.182782,1000,3211.123259
1560.162427,1000,3213.519269
1636.561251,1000,3217.955544
1566.804159,1000,3220.141355
2262.212905,1000,3224.793397
1354.346393,1000,3227.316525
1977.102266,1000,3231.770444
1783.622057,1000,3233.960819
1134.537771,1000,3238.558506
1752.158269,1000,3240.84009
2686.228443,1000,3245.435757
1643.555267,1000,3247.62013
1133.003081,1000,3252.094752
2389.826337,1000,3254.33197
2347.626947,1000,3258.809833
1455.076861,1000,3261.066678
2077.212323,1000,3265.705702
1064.954207,1000,3267.996581
1851.529635,1000,3272.593246
1840.27708,1000,3275.023178
1285.04097,1000,3279.512506
1771.831537,1000,3281.814401
2159.075556,1000,3286.340565
1356.840641,1000,3288.841499
1724.036537,1000,3293.362671
636.574347,1000,3295.658783
1688.508595,1000,3300.088805
2452.978163,1000,3302.489521
1371.376948,1000,3307.079317
2058.017217,1000,3309.474431
1594.375941,1000,3314.215134
1529.330958,1000,3316.490582
1452.424083,1000,3321.181512
1904.575842,1000,3323.570992
1928.312447,1000,3328.260686
1563.420797,1000,3330.48878
1776.559482,1000,3335.049145
2054.940787,1000,3337.170195
2297.748322,1000,3341.786213
2174.920254,1000,3343.985348
2033.309771,1000,3348.598088
1385.361966,1000,3350.986017
1840.564411,1000,3355.510132
2240.463771,1000,3357.971378
1774.701021,1000,3362.707702
1349.931147,1000,3365.004701
2498.168231,1000,3369.612219
1693.911789,1000,3371.926188
2277.557612,1000,3376.688666
2194.778268,1000,3378.840194
912.897928,1000,3383.513566
1590.722458,1000,3385.849797
1577.080956,1000,3390.531035
2189.237013,1000,3392.807636
1970.005083,1000,3397.245173
1949.576249,1000,3399.588574
1523.14044,1000,3404.292703
2199.27191,1000,3406.750237
2076.072341,1000,3411.324671
1852.193446,1000,3413.591322
1030.480379,1000,3418.195524
968.856108,1000,3420.371598
2090.123696,1000,3424.96377
1761.202765,1000,3427.391964
1453.143737,1000,3432.038867
967.774974,1000,3434.314284
2264.027028,1000,3439.103237
1367.565319,1000,3441.438614
1990.83628,1000,3446.057782
2278.65045,1000,3448.290284
2162.637122,1000,3453.075373
1968.561323,1000,3455.428242
2127.813458,1000,3460.139881
2525.913838,1000,3462.556283
1911.346532,1000,3467.226661
1811.03246,1000,3469.531475
2278.498678,1000,3474.211397
2539.978615,1000,3476.493335
1821.474023,1000,3481.081726
1976.558412,1000,3483.33983
1631.535186,1000,3488.161283
2112.313207,1000,3490.45273
2121.69664,1000,3495.303089
2006.700154,1000,3497.789543
2089.300174,1000,3502.618194
1283.566236,1000,3505.054383
2035.530755,1000,3509.711642
2549.761969,1000,3512.09675
1523.875985,1000,3516.839518
2367.319976,1000,3519.199226
2484.429193,1000,3523.828132
940.976423,1000,3526.155272
2646.803549,1000,3530.835707
2440.298261,1000,3532.978091
1696.536619,1000,3537.724349
1812.131875,1000,3540.008524
1354.920698,1000,3544.75831
2123.809172,1000,3547.019689
2218.764539,1000,3551.655394
1864.50894,1000,3553.907609
1807.926004,1000,3558.709239
618.907183,1000,3560.938668
2176.602408,1000,3565.729592
1922.42927,1000,3568.158881
2383.547913,1000,3573.041234
1712.316048,1000,3575.254049
1609.233498,1000,3580.020713
1463.741759,1000,3582.43863
855.452443,1000,3587.242319
2084.724305,1000,3589.616824
1554.451082,1000,3594.42865
1604.678196,1000,3596.919106
2966.957813,1000,3601.782255
2232.818628,1000,3604.02324
1893.988215,1000,3608.789629
2546.300587,1000,3611.123255
2605.978498,1000,3616.067061
1828.66193,1000,3618.320823
1588.390172,1000,3623.008634
1766.650394,1000,3625.342775
1653.810399,1000,3630.10052
2213.592292,1000,3632.555707
1641.987169,1000,3637.374265
853.038922,1000,3639.647424
